scope,max_side,final_budget,runs,images,earlier_selected,gain_psnr,ci_low_psnr,ci_high_psnr,gain_ssim,ci_low_ssim,ci_high_ssim,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips
pooled,,,72,4,40,0.48835619290669763,0.4166789849599203,0.5304457876417372,0.0031589029563797843,0.0017239368624157375,0.004901137616899278,0.004334573116567399,0.002261688311894735,0.006407457921240065,0.00736059489908156,0.005454346241094754,0.009263541374821216
max_side,160,,24,4,10,0.09768803914388022,0.03072325388590495,0.16465282440185547,0.00039853652318318683,0.00003618001937866211,0.0008254274725914001,0.00023448715607325238,0.000018556912740071613,0.0004950488607088724,0.0006500978361145826,0.0000004862449713982642,0.0015897955636319239
max_side,240,,24,4,11,0.633717934290568,0.5257860819498698,0.7309258778889973,0.0036494185527165732,0.0018253227074941,0.006348957618077597,0.004895307123661041,0.0028644750515619917,0.007843305667241415,0.009587547082143525,0.007433544223507244,0.01234886193803201
max_side,320,,24,4,19,0.7336626052856445,0.5873278776804607,0.8779332637786865,0.0054287537932395935,0.0027977923552195234,0.008059715231259664,0.007873925069967905,0.0037940194209416704,0.01195383071899414,0.011844139778986575,0.007541357850035032,0.016804472155248124
final_budget,,1280,24,4,22,1.0380400816599529,0.8806036313374836,1.2154399553934732,0.007464699447154999,0.004607292513052622,0.010626092553138735,0.01045754055182139,0.006184230248133342,0.014730850855509441,0.01635676363366656,0.013797290962732706,0.018660786716888346
final_budget,,2560,24,4,12,0.3812121550242106,0.2687838872273763,0.5108824570973713,0.0019637445608774824,0.0005364517370859783,0.003991074860095978,0.0023326153556505838,0.000600789984067281,0.004544595877329509,0.005183699948247521,0.0022343607852235436,0.008497576947168756
final_budget,,5120,24,4,6,0.04581634203592937,0.0007346471150716146,0.09135691324869792,0.00004826486110687256,-0.0000010927518208821614,0.00009762247403462729,0.0002135634422302246,0.00000004470348358154297,0.0004356279969215393,0.000541321115330599,0.000000819346799592798,0.001081822883861605
