max_side,final_budget,runs,earlier_selected,gain_psnr,gain_ssim,gain_ms_ssim,gain_lpips
160,1280,8,6,0.22567176818847656,0.0012121051549911499,0.00069932639598846436,0.0019152580352965742
160,2560,8,1,0.025831222534179688,-0.000010371208190917969,0.0000029802322387695312,0.000029751507099717855
160,5120,8,3,0.041561126708984375,-0.0000061243772506713867,0.0000011548399925231934,0.0000052839659474557266
240,1280,8,8,1.7437000274658203,0.010513007640838623,0.013550445437431335,0.025121762417256832
240,2560,8,3,0.15745377540588379,0.00043524801731109619,0.0011354759335517883,0.0036408788291737437
240,5120,8,0,0,0,0,0
320,1280,8,8,1.1447484493255615,0.010668985545635223,0.017122849822044373,0.022033270448446274
320,2560,8,8,0.96035146713256836,0.0054663568735122681,0.0058593899011611938,0.011880469508469105
320,5120,8,3,0.095887899398803711,0.00015091896057128906,0.00063953548669815063,0.0016186793800443411
