budget,method,method_label,target_psnr,runs,hits,hit_rate,mean_iter,mean_seconds
640,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,30.0,8,2,0.25,219,0.3608623743057251
640,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,32.0,8,2,0.25,372.5,0.6178444623947144
640,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,22.0,8,8,1.0,105.75,0.19083231687545776
640,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,24.0,8,8,1.0,244.5,0.40589502453804016
640,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,26.0,8,4,0.5,206.75,0.34178870916366577
640,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,28.0,8,2,0.25,115,0.19901227951049805
640,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,30.0,8,2,0.25,216.5,0.35635364055633545
640,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,32.0,8,2,0.25,367,0.5999948978424072
640,structsplat_onedge_tensor,SS on-edge + tensor,22.0,8,8,1.0,98.125,0.18315032124519348
640,structsplat_onedge_tensor,SS on-edge + tensor,24.0,8,8,1.0,248.5,0.4148624539375305
640,structsplat_onedge_tensor,SS on-edge + tensor,26.0,8,4,0.5,213.75,0.35661017894744873
640,structsplat_onedge_tensor,SS on-edge + tensor,28.0,8,2,0.25,113.5,0.19923460483551025
640,structsplat_onedge_tensor,SS on-edge + tensor,30.0,8,2,0.25,235.5,0.38843250274658203
640,structsplat_onedge_tensor,SS on-edge + tensor,32.0,8,2,0.25,421,0.6898078918457031
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,22.0,8,8,1.0,92.625,0.17412757873535156
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,24.0,8,8,1.0,230.5,0.38825684785842896
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,26.0,8,4,0.5,199,0.3436112403869629
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,28.0,8,2,0.25,108,0.19942796230316162
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,30.0,8,2,0.25,198,0.3147084712982178
640,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,32.0,8,2,0.25,340.5,0.5606706142425537
640,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,22.0,8,8,1.0,98.625,0.18199044466018677
640,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,24.0,8,8,1.0,241,0.40417543053627014
640,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,26.0,8,4,0.5,212,0.3562459349632263
640,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,28.0,8,2,0.25,111.5,0.21929848194122314
640,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,30.0,8,2,0.25,226.5,0.41593992710113525
640,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,32.0,8,2,0.25,382.5,0.7015508413314819
640,structsplat_flanking_tensor,SS flanking + tensor,22.0,8,8,1.0,100.125,0.18771272897720337
640,structsplat_flanking_tensor,SS flanking + tensor,24.0,8,8,1.0,255.125,0.42349162697792053
640,structsplat_flanking_tensor,SS flanking + tensor,26.0,8,4,0.5,210,0.36758947372436523
640,structsplat_flanking_tensor,SS flanking + tensor,28.0,8,2,0.25,122,0.22359001636505127
640,structsplat_flanking_tensor,SS flanking + tensor,30.0,8,2,0.25,251,0.4527243375778198
640,structsplat_flanking_tensor,SS flanking + tensor,32.0,8,2,0.25,441.5,0.7810318470001221
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,22.0,8,8,1.0,111.25,0.20027512311935425
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,24.0,8,8,1.0,255.375,0.4234214127063751
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,26.0,8,4,0.5,212.75,0.3547394275665283
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,28.0,8,2,0.25,123.5,0.2405492067337036
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,30.0,8,2,0.25,238,0.4369281530380249
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,32.0,8,2,0.25,413,0.7310750484466553
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,22.0,8,8,1.0,119,0.22019782662391663
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,24.0,8,8,1.0,266.375,0.4639568030834198
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,26.0,8,4,0.5,219.75,0.3726810812950134
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,28.0,8,2,0.25,133,0.26879215240478516
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,30.0,8,2,0.25,261.5,0.507780909538269
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,32.0,8,2,0.25,442,0.8231079578399658
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,22.0,8,8,1.0,103.25,0.1954531967639923
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,24.0,8,8,1.0,246.75,0.42206448316574097
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,26.0,8,4,0.5,204,0.3625238537788391
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,28.0,8,2,0.25,116.5,0.221732497215271
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,30.0,8,2,0.25,220,0.41359710693359375
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,32.0,8,2,0.25,376,0.6722820997238159
640,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,22.0,8,8,1.0,106.875,0.19212734699249268
640,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,24.0,8,8,1.0,243.5,0.41267266869544983
640,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,26.0,8,4,0.5,207.25,0.3664354085922241
640,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,28.0,8,2,0.25,120,0.21823716163635254
640,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,30.0,8,2,0.25,222,0.41112756729125977
640,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,32.0,8,2,0.25,377.5,0.6778206825256348
640,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,22.0,8,8,1.0,102.875,0.19213497638702393
640,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,24.0,8,8,1.0,252.625,0.42230263352394104
640,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,26.0,8,4,0.5,210.25,0.3672950863838196
640,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,28.0,8,2,0.25,119,0.22208642959594727
640,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,30.0,8,2,0.25,252.5,0.5037963390350342
640,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,32.0,8,2,0.25,437,0.873612642288208
640,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,22.0,8,8,1.0,94.625,0.18488070368766785
640,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,24.0,8,7,0.875,207.42857142857142,0.3650944232940674
640,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,26.0,8,4,0.5,200.75,0.3878498077392578
640,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,28.0,8,2,0.25,109.5,0.24450957775115967
640,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,30.0,8,2,0.25,203.5,0.42772376537323
640,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,32.0,8,2,0.25,363,0.6884154081344604
640,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,22.0,8,8,1.0,102.375,0.19635730981826782
640,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,24.0,8,8,1.0,249.625,0.4275759160518646
640,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,26.0,8,4,0.5,211.5,0.3969554305076599
640,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,28.0,8,2,0.25,119,0.21661579608917236
640,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,30.0,8,2,0.25,231.5,0.415350079536438
640,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,32.0,8,2,0.25,425.5,0.7606112957000732
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,22.0,8,8,1.0,97.375,0.18368172645568848
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,24.0,8,8,1.0,244.875,0.41495272517204285
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,26.0,8,4,0.5,211.75,0.4037902355194092
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,28.0,8,2,0.25,124.5,0.2477813959121704
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,30.0,8,2,0.25,253.5,0.469363808631897
640,structsplat_quadtree_hybrid_tensor,SS qt-hybrid + tensor,32.0,8,2,0.25,421,0.7662132978439331
640,floyd_steinberg_tensor,Floyd + tensor,22.0,8,8,1.0,130,0.22898706793785095
640,floyd_steinberg_tensor,Floyd + tensor,24.0,8,6,0.75,202.33333333333334,0.3487298885981242
640,floyd_steinberg_tensor,Floyd + tensor,26.0,8,4,0.5,255.25,0.4482612609863281
640,floyd_steinberg_tensor,Floyd + tensor,28.0,8,2,0.25,172.5,0.3266277313232422
640,floyd_steinberg_tensor,Floyd + tensor,30.0,8,2,0.25,295,0.5038613080978394
640,floyd_steinberg_tensor,Floyd + tensor,32.0,8,2,0.25,479.5,0.7899587154388428
