native_method,baseline_method,pairs,images,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci
gaussianimage_plus_native,structsplat_best_default,8,4,-5.067800283432007,-7.669929027557373,-2.4656715393066406,8,4,-0.05141611397266388,-0.0633956640958786,-0.03943656384944916,8,4,-0.18863396160304546,-0.2174807759001851,-0.14659492764621973,8,4,-7.163785464208191,-10.12968594696805,-4.478430820599232,8,4,0.4284293055534363,0.27037543058395386,0.6549408137798309,8,4,0.467579596233918,0.30855620208967593,0.6982566437236528,8,4,tradeoff,tradeoff
