budget,method,method_label,target_psnr,runs,hits,hit_rate,mean_iter,mean_seconds
5000,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,35.0,4,0,0.0,,
5000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,22.0,4,4,1.0,197.75,0.848343551158905
5000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,24.0,4,3,0.75,67.66666666666667,0.3937206268310547
5000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,26.0,4,3,0.75,417.6666666666667,1.409344752629598
5000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,28.0,4,2,0.5,198,0.8183150291442871
5000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,30.0,4,2,0.5,494,2.085077404975891
5000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,32.0,4,1,0.25,640,2.2448360919952393
5000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,35.0,4,1,0.25,1297,4.73465633392334
5000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,22.0,4,4,1.0,318.25,1.0400632619857788
5000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,24.0,4,3,0.75,74.66666666666667,0.36658422152201336
5000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,26.0,4,2,0.5,44,0.23173677921295166
5000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,28.0,4,2,0.5,193,0.6650736331939697
5000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,30.0,4,2,0.5,629,1.9453589916229248
5000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,32.0,4,1,0.25,922,2.707975387573242
5000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,35.0,4,0,0.0,,
5000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,22.0,4,4,1.0,205,0.8409848213195801
5000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,24.0,4,3,0.75,68.33333333333333,0.39028676350911456
5000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,26.0,4,3,0.75,445.3333333333333,1.404145320256551
5000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,28.0,4,2,0.5,199,0.8104730844497681
5000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,30.0,4,2,0.5,459.5,1.9129798412322998
5000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,32.0,4,1,0.25,657,2.3358912467956543
5000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,35.0,4,0,0.0,,
10000,structsplat_onedge_residual,SS on-edge + residual,22.0,4,4,1.0,36.5,0.32495957612991333
10000,structsplat_onedge_residual,SS on-edge + residual,24.0,4,4,1.0,188,0.871350109577179
10000,structsplat_onedge_residual,SS on-edge + residual,26.0,4,3,0.75,126,0.5854958693186442
10000,structsplat_onedge_residual,SS on-edge + residual,28.0,4,3,0.75,349,1.2626747290293376
10000,structsplat_onedge_residual,SS on-edge + residual,30.0,4,2,0.5,157.5,0.6816444396972656
10000,structsplat_onedge_residual,SS on-edge + residual,32.0,4,2,0.5,380.5,1.5620293617248535
10000,structsplat_onedge_residual,SS on-edge + residual,35.0,4,1,0.25,400,1.5510153770446777
10000,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,22.0,4,4,1.0,33.25,0.3025144338607788
10000,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,24.0,4,4,1.0,246,0.9195322394371033
10000,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,26.0,4,3,0.75,126,0.5403843720753988
10000,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,28.0,4,3,0.75,357,1.218605677286784
10000,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,30.0,4,2,0.5,193.5,0.7361708879470825
10000,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,32.0,4,2,0.5,392,1.4716556072235107
10000,structsplat_onedge_residual_featurecap,SS on-edge + residual feature cap,35.0,4,1,0.25,375,1.1664655208587646
10000,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,22.0,4,4,1.0,35,0.32096582651138306
10000,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,24.0,4,4,1.0,184,0.8289222717285156
10000,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,26.0,4,3,0.75,125.66666666666667,0.5709343751271566
10000,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,28.0,4,3,0.75,348,1.2181899547576904
10000,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,30.0,4,2,0.5,187,0.8348007202148438
10000,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,32.0,4,2,0.5,380.5,1.6081712245941162
10000,structsplat_onedge_residual_feature_rel,SS on-edge + residual feature-rel cap,35.0,4,1,0.25,377,1.4934089183807373
10000,structsplat_onedge_tensor,SS on-edge + tensor,22.0,4,4,1.0,36.5,0.3235864043235779
10000,structsplat_onedge_tensor,SS on-edge + tensor,24.0,4,4,1.0,202,0.8724455833435059
10000,structsplat_onedge_tensor,SS on-edge + tensor,26.0,4,3,0.75,124,0.5805201530456543
10000,structsplat_onedge_tensor,SS on-edge + tensor,28.0,4,3,0.75,352.6666666666667,1.2524017492930095
10000,structsplat_onedge_tensor,SS on-edge + tensor,30.0,4,2,0.5,185,0.829323410987854
10000,structsplat_onedge_tensor,SS on-edge + tensor,32.0,4,2,0.5,385.5,1.5965484380722046
10000,structsplat_onedge_tensor,SS on-edge + tensor,35.0,4,1,0.25,401,1.5632288455963135
10000,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,22.0,4,4,1.0,33.25,0.30341458320617676
10000,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,24.0,4,4,1.0,245.75,0.9213528633117676
10000,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,26.0,4,3,0.75,122.66666666666667,0.541501522064209
10000,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,28.0,4,3,0.75,352,1.1346729596455891
10000,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,30.0,4,2,0.5,185,0.7376761436462402
10000,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,32.0,4,2,0.5,388.5,1.4711955785751343
10000,structsplat_onedge_tensor_featurecap,SS on-edge + tensor feature cap,35.0,4,1,0.25,355,1.161590576171875
10000,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,22.0,4,4,1.0,35,0.3177385926246643
10000,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,24.0,4,4,1.0,193,0.8306374549865723
10000,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,26.0,4,3,0.75,124,0.5758420626322428
10000,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,28.0,4,3,0.75,356,1.3027239640553792
10000,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,30.0,4,2,0.5,164,0.6893088817596436
10000,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,32.0,4,2,0.5,382,1.6372036933898926
10000,structsplat_onedge_tensor_feature_rel,SS on-edge + tensor feature-rel cap,35.0,4,1,0.25,381,1.5231049060821533
10000,structsplat_quadtree_wse_residual,SS qt-WSE + residual,22.0,4,4,1.0,38.25,0.3187505006790161
10000,structsplat_quadtree_wse_residual,SS qt-WSE + residual,24.0,4,4,1.0,204,0.9159942865371704
10000,structsplat_quadtree_wse_residual,SS qt-WSE + residual,26.0,4,3,0.75,126.66666666666667,0.5811524391174316
10000,structsplat_quadtree_wse_residual,SS qt-WSE + residual,28.0,4,3,0.75,346.6666666666667,1.288698673248291
10000,structsplat_quadtree_wse_residual,SS qt-WSE + residual,30.0,4,2,0.5,139.5,0.6943261623382568
10000,structsplat_quadtree_wse_residual,SS qt-WSE + residual,32.0,4,2,0.5,380,1.6534849405288696
10000,structsplat_quadtree_wse_residual,SS qt-WSE + residual,35.0,4,1,0.25,403,1.569918155670166
10000,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,22.0,4,4,1.0,33.25,0.30252546072006226
10000,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,24.0,4,4,1.0,247.75,0.917260468006134
10000,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,26.0,4,3,0.75,127,0.539003849029541
10000,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,28.0,4,3,0.75,359,1.2265578905741374
10000,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,30.0,4,2,0.5,191,0.7298157215118408
10000,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,32.0,4,2,0.5,386,1.3234281539916992
10000,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,35.0,4,1,0.25,385,1.381058931350708
10000,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,22.0,4,4,1.0,36.75,0.3199892044067383
10000,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,24.0,4,4,1.0,187.5,0.833946704864502
10000,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,26.0,4,3,0.75,125.66666666666667,0.5695715745290121
10000,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,28.0,4,3,0.75,348.3333333333333,1.2049988110860188
10000,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,30.0,4,2,0.5,166,0.7026650905609131
10000,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,32.0,4,2,0.5,379,1.6217947006225586
10000,structsplat_quadtree_wse_residual_feature_rel,SS qt-WSE + residual feature-rel cap,35.0,4,1,0.25,379,1.5419211387634277
10000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,22.0,4,4,1.0,38.25,0.31344175338745117
10000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,24.0,4,4,1.0,207,0.9308359026908875
10000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,26.0,4,3,0.75,124.66666666666667,0.577207088470459
10000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,28.0,4,3,0.75,351,1.2503074010213215
10000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,30.0,4,2,0.5,140,0.6861516237258911
10000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,32.0,4,2,0.5,380.5,1.639432430267334
10000,structsplat_quadtree_wse_tensor,SS qt-WSE + tensor,35.0,4,1,0.25,396,1.5398147106170654
10000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,22.0,4,4,1.0,33.25,0.30242645740509033
10000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,24.0,4,4,1.0,246.75,0.9194326400756836
10000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,26.0,4,3,0.75,123.33333333333333,0.5410950183868408
10000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,28.0,4,3,0.75,353.3333333333333,1.1375163396199544
10000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,30.0,4,2,0.5,185,0.729030966758728
10000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,32.0,4,2,0.5,384,1.3297669887542725
10000,structsplat_quadtree_wse_tensor_featurecap,SS qt-WSE + tensor feature cap,35.0,4,1,0.25,363,1.161015272140503
10000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,22.0,4,4,1.0,36.75,0.31280285120010376
10000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,24.0,4,4,1.0,194,0.822252094745636
10000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,26.0,4,3,0.75,124.33333333333333,0.5661276976267496
10000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,28.0,4,3,0.75,349.6666666666667,1.2122625509897869
10000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,30.0,4,2,0.5,171,0.6783008575439453
10000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,32.0,4,2,0.5,381.5,1.6077769994735718
10000,structsplat_quadtree_wse_tensor_feature_rel,SS qt-WSE + tensor feature-rel cap,35.0,4,1,0.25,379,1.539642572402954
