image,source_path,height,width,max_side,strategy,init_strategy,sampling_mode,fit_control,relocate_every,relocate_count,iters,target_psnr,target_psnrs,render_chunk,renderer,pixel_loss,ssim_weight,compute_lpips,budget,seed,flank_offset_frac,flat_frac,corner_frac,max_axis_ratio,coherence_power,psnr,ssim,ms_ssim,lpips,iters_to_target,n_gaussians,init_seconds,fit_seconds
kodim01,results/datasets/abl004/kodak24/kodim01.png,512,768,768,random,random,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,21.9858,0.63976,0.85278,,,2000,0.009121894836425781,22.239867687225342
kodim01,results/datasets/abl004/kodak24/kodim01.png,512,768,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,22.5123,0.65732,0.85336,,,2000,0.40688443183898926,20.588685512542725
kodim01,results/datasets/abl004/kodak24/kodim01.png,512,768,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,22.3843,0.64533,0.85971,,,2000,0.5130836963653564,22.309156894683838
kodim01,results/datasets/abl004/kodak24/kodim01.png,512,768,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,22.51,0.64768,0.85058,,,2000,0.04266834259033203,20.982808589935303
kodim01,results/datasets/abl004/kodak24/kodim01.png,512,768,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,22.2888,0.6408,0.85202,,,2000,0.0030603408813476562,21.91001057624817
