artifacts,cell_id,cold_forward_evaluations,cold_render_max_abs,family,fixture_render_evaluations,forward_evaluations,gradient_evaluations,initial_diagnostic_forward_evaluations,initial_psnr,iterations_run,jacobian_constructions,linear_solves,lpips,method,ms_ssim,n_gaussians,peak_allocated_bytes,psnr,psnr_ceiling_applied,psnr_uncapped,raw_mse,rejected_updates,retained_gram_bytes,retained_jacobian_bytes,seed,selected_iteration,smoke,status,stratum,total_seconds,warmup_forward_evaluations,warmup_gradient_evaluations,warmup_jacobian_constructions,warmup_linear_solves,worker_forward_evaluations,worker_peak_rss_bytes
"{""config.json"":""cells/overlap_s2_adam_1/config.json"",""curves.png"":""cells/overlap_s2_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s2_adam_1/error.png"",""field.npz"":""cells/overlap_s2_adam_1/field.npz"",""history.json"":""cells/overlap_s2_adam_1/history.json"",""initial_reconstruction.npy"":""cells/overlap_s2_adam_1/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s2_adam_1/input_field.npz"",""progress.jsonl"":""cells/overlap_s2_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s2_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s2_adam_1/reconstruction.png"",""target.npy"":""cells/overlap_s2_adam_1/target.npy"",""target.png"":""cells/overlap_s2_adam_1/target.png""}",overlap_s2_adam_1,1,5.960464477539063e-08,overlap,4,161,160,1,20.205582247067618,160,0,0,0.0004844752256758511,adam_1,0.9990779161453247,16,8994304,50.97121804849763,false,50.97121804849763,7.996099601228321e-06,0,0,0,2,160,false,ok,exposed,0.3848195910031791,21,14,8,8,188,2047148032
"{""config.json"":""cells/overlap_s3_block_row/config.json"",""curves.png"":""cells/overlap_s3_block_row/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s3_block_row/error.png"",""field.npz"":""cells/overlap_s3_block_row/field.npz"",""history.json"":""cells/overlap_s3_block_row/history.json"",""initial_reconstruction.npy"":""cells/overlap_s3_block_row/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s3_block_row/input_field.npz"",""progress.jsonl"":""cells/overlap_s3_block_row/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s3_block_row/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s3_block_row/reconstruction.png"",""target.npy"":""cells/overlap_s3_block_row/target.npy"",""target.png"":""cells/overlap_s3_block_row/target.png""}",overlap_s3_block_row,1,5.960464477539063e-08,overlap,4,314,160,1,20.46127440647723,160,160,160,9.234657045453787e-05,block_row,0.9998459219932556,16,33558016,59.3415458960463,false,59.3415458960463,1.1637117258337475e-06,0,65536,6291456,3,160,false,ok,additional_procedural,0.7319113509984163,21,14,8,8,341,2047881216
"{""config.json"":""cells/overlap_s3_block_shared/config.json"",""curves.png"":""cells/overlap_s3_block_shared/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s3_block_shared/error.png"",""field.npz"":""cells/overlap_s3_block_shared/field.npz"",""history.json"":""cells/overlap_s3_block_shared/history.json"",""initial_reconstruction.npy"":""cells/overlap_s3_block_shared/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s3_block_shared/input_field.npz"",""progress.jsonl"":""cells/overlap_s3_block_shared/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s3_block_shared/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s3_block_shared/reconstruction.png"",""target.npy"":""cells/overlap_s3_block_shared/target.npy"",""target.png"":""cells/overlap_s3_block_shared/target.png""}",overlap_s3_block_shared,1,2.9802322387695312e-08,overlap,4,309,160,1,20.46127440647723,160,160,160,8.807867561699823e-05,block_shared,0.9998469948768616,16,33833472,59.43529227264043,false,59.43529227264043,1.1388611359209973e-06,0,65536,6291456,3,160,false,ok,additional_procedural,0.6827226940004039,21,14,8,8,336,2051301376
"{""config.json"":""cells/overlap_s3_full_row/config.json"",""curves.png"":""cells/overlap_s3_full_row/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s3_full_row/error.png"",""field.npz"":""cells/overlap_s3_full_row/field.npz"",""history.json"":""cells/overlap_s3_full_row/history.json"",""initial_reconstruction.npy"":""cells/overlap_s3_full_row/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s3_full_row/input_field.npz"",""progress.jsonl"":""cells/overlap_s3_full_row/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s3_full_row/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s3_full_row/reconstruction.png"",""target.npy"":""cells/overlap_s3_full_row/target.npy"",""target.png"":""cells/overlap_s3_full_row/target.png""}",overlap_s3_full_row,1,2.9802322387695312e-08,overlap,4,401,160,1,20.46127440647723,160,160,160,1.0343003120638627e-09,full_row,1.0,16,30117888,120.0,true,147.46878451550754,1.791107071143737e-15,44,65536,6291456,3,160,false,ok,additional_procedural,0.7897567729996808,21,14,8,8,428,2070511616
"{""config.json"":""cells/overlap_s3_full_shared/config.json"",""curves.png"":""cells/overlap_s3_full_shared/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s3_full_shared/error.png"",""field.npz"":""cells/overlap_s3_full_shared/field.npz"",""history.json"":""cells/overlap_s3_full_shared/history.json"",""initial_reconstruction.npy"":""cells/overlap_s3_full_shared/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s3_full_shared/input_field.npz"",""progress.jsonl"":""cells/overlap_s3_full_shared/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s3_full_shared/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s3_full_shared/reconstruction.png"",""target.npy"":""cells/overlap_s3_full_shared/target.npy"",""target.png"":""cells/overlap_s3_full_shared/target.png""}",overlap_s3_full_shared,1,5.960464477539063e-08,overlap,4,172,160,1,20.46127440647723,160,160,160,3.4364881058825613e-17,full_shared,1.0,16,29931008,120.0,true,146.9468305652503,2.0198398835133275e-15,2,65536,6291456,3,160,false,ok,additional_procedural,0.6794115359989519,21,14,8,8,199,2054066176
"{""config.json"":""cells/overlap_s3_adam_0p3/config.json"",""curves.png"":""cells/overlap_s3_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s3_adam_0p3/error.png"",""field.npz"":""cells/overlap_s3_adam_0p3/field.npz"",""history.json"":""cells/overlap_s3_adam_0p3/history.json"",""initial_reconstruction.npy"":""cells/overlap_s3_adam_0p3/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s3_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/overlap_s3_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s3_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s3_adam_0p3/reconstruction.png"",""target.npy"":""cells/overlap_s3_adam_0p3/target.npy"",""target.png"":""cells/overlap_s3_adam_0p3/target.png""}",overlap_s3_adam_0p3,1,5.960464477539063e-08,overlap,4,161,160,1,20.46127440647723,160,0,0,0.002427643397822976,adam_0p3,0.9951040148735046,16,8994304,42.84527547596184,false,42.84527547596184,5.193647288020062e-05,0,0,0,3,160,false,ok,additional_procedural,0.3847102020008606,21,14,8,8,188,2047537152
"{""config.json"":""cells/overlap_s3_adam_1/config.json"",""curves.png"":""cells/overlap_s3_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s3_adam_1/error.png"",""field.npz"":""cells/overlap_s3_adam_1/field.npz"",""history.json"":""cells/overlap_s3_adam_1/history.json"",""initial_reconstruction.npy"":""cells/overlap_s3_adam_1/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s3_adam_1/input_field.npz"",""progress.jsonl"":""cells/overlap_s3_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s3_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s3_adam_1/reconstruction.png"",""target.npy"":""cells/overlap_s3_adam_1/target.npy"",""target.png"":""cells/overlap_s3_adam_1/target.png""}",overlap_s3_adam_1,1,5.960464477539063e-08,overlap,4,161,160,1,20.46127440647723,160,0,0,0.00019552833691705018,adam_1,0.9996956586837769,16,8994304,55.49224976727007,false,55.49224976727007,2.823416986795735e-06,0,0,0,3,160,false,ok,additional_procedural,0.3802468180001597,21,14,8,8,188,2050699264
"{""config.json"":""cells/overlap_s3_adam_3/config.json"",""curves.png"":""cells/overlap_s3_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s3_adam_3/error.png"",""field.npz"":""cells/overlap_s3_adam_3/field.npz"",""history.json"":""cells/overlap_s3_adam_3/history.json"",""initial_reconstruction.npy"":""cells/overlap_s3_adam_3/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s3_adam_3/input_field.npz"",""progress.jsonl"":""cells/overlap_s3_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s3_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s3_adam_3/reconstruction.png"",""target.npy"":""cells/overlap_s3_adam_3/target.npy"",""target.png"":""cells/overlap_s3_adam_3/target.png""}",overlap_s3_adam_3,1,5.960464477539063e-08,overlap,4,161,160,1,20.46127440647723,160,0,0,2.2832020476926118e-05,adam_3,0.9999730587005615,16,8994304,66.13345660199357,false,66.13345660199357,2.435871307372813e-07,0,0,0,3,160,false,ok,additional_procedural,0.3779729039997619,21,14,8,8,188,2049437696
"{""config.json"":""cells/overlap_s4_block_shared/config.json"",""curves.png"":""cells/overlap_s4_block_shared/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s4_block_shared/error.png"",""field.npz"":""cells/overlap_s4_block_shared/field.npz"",""history.json"":""cells/overlap_s4_block_shared/history.json"",""initial_reconstruction.npy"":""cells/overlap_s4_block_shared/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s4_block_shared/input_field.npz"",""progress.jsonl"":""cells/overlap_s4_block_shared/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s4_block_shared/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s4_block_shared/reconstruction.png"",""target.npy"":""cells/overlap_s4_block_shared/target.npy"",""target.png"":""cells/overlap_s4_block_shared/target.png""}",overlap_s4_block_shared,1,2.9802322387695312e-08,overlap,4,308,160,1,21.31236403727874,160,160,160,0.00013950881839264184,block_shared,0.9997984766960144,16,33751552,57.29033664866592,false,57.29033664866592,1.8662350217431769e-06,0,65536,6291456,4,160,false,ok,additional_procedural,0.7267713159999403,21,14,8,8,335,2052210688
"{""config.json"":""cells/overlap_s4_full_row/config.json"",""curves.png"":""cells/overlap_s4_full_row/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s4_full_row/error.png"",""field.npz"":""cells/overlap_s4_full_row/field.npz"",""history.json"":""cells/overlap_s4_full_row/history.json"",""initial_reconstruction.npy"":""cells/overlap_s4_full_row/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s4_full_row/input_field.npz"",""progress.jsonl"":""cells/overlap_s4_full_row/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s4_full_row/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s4_full_row/reconstruction.png"",""target.npy"":""cells/overlap_s4_full_row/target.npy"",""target.png"":""cells/overlap_s4_full_row/target.png""}",overlap_s4_full_row,1,5.960464477539063e-08,overlap,4,242,160,1,21.31236403727874,160,160,160,5.38315880760365e-09,full_row,1.0,16,29975040,120.0,true,149.35224200147405,1.160849182442551e-15,13,65536,6291456,4,160,false,ok,additional_procedural,0.6220348249989911,21,14,8,8,269,2050260992
"{""config.json"":""cells/overlap_s4_full_shared/config.json"",""curves.png"":""cells/overlap_s4_full_shared/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s4_full_shared/error.png"",""field.npz"":""cells/overlap_s4_full_shared/field.npz"",""history.json"":""cells/overlap_s4_full_shared/history.json"",""initial_reconstruction.npy"":""cells/overlap_s4_full_shared/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s4_full_shared/input_field.npz"",""progress.jsonl"":""cells/overlap_s4_full_shared/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s4_full_shared/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s4_full_shared/reconstruction.png"",""target.npy"":""cells/overlap_s4_full_shared/target.npy"",""target.png"":""cells/overlap_s4_full_shared/target.png""}",overlap_s4_full_shared,1,5.960464477539063e-08,overlap,4,263,160,1,21.31236403727874,160,160,160,2.680163646573419e-09,full_shared,1.0,16,29948416,120.0,true,149.12148097985724,1.224198666276952e-15,18,65536,6291456,4,160,false,ok,additional_procedural,0.6356723829994735,21,14,8,8,290,2047844352
"{""config.json"":""cells/overlap_s4_adam_0p3/config.json"",""curves.png"":""cells/overlap_s4_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s4_adam_0p3/error.png"",""field.npz"":""cells/overlap_s4_adam_0p3/field.npz"",""history.json"":""cells/overlap_s4_adam_0p3/history.json"",""initial_reconstruction.npy"":""cells/overlap_s4_adam_0p3/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s4_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/overlap_s4_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s4_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s4_adam_0p3/reconstruction.png"",""target.npy"":""cells/overlap_s4_adam_0p3/target.npy"",""target.png"":""cells/overlap_s4_adam_0p3/target.png""}",overlap_s4_adam_0p3,1,5.960464477539063e-08,overlap,4,161,160,1,21.31236403727874,160,0,0,0.001883610850200057,adam_0p3,0.997695803642273,16,8994304,46.98630700031139,false,46.98630700031139,2.0015631646216062e-05,0,0,0,4,160,false,ok,additional_procedural,0.3119144089978363,21,14,8,8,188,2047295488
"{""config.json"":""cells/overlap_s4_adam_1/config.json"",""curves.png"":""cells/overlap_s4_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s4_adam_1/error.png"",""field.npz"":""cells/overlap_s4_adam_1/field.npz"",""history.json"":""cells/overlap_s4_adam_1/history.json"",""initial_reconstruction.npy"":""cells/overlap_s4_adam_1/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s4_adam_1/input_field.npz"",""progress.jsonl"":""cells/overlap_s4_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s4_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s4_adam_1/reconstruction.png"",""target.npy"":""cells/overlap_s4_adam_1/target.npy"",""target.png"":""cells/overlap_s4_adam_1/target.png""}",overlap_s4_adam_1,1,5.960464477539063e-08,overlap,4,161,160,1,21.31236403727874,160,0,0,0.00026275264099240303,adam_1,0.9997037053108215,16,8994304,55.896227497822835,false,55.896227497822835,2.5726295289680664e-06,0,0,0,4,160,false,ok,additional_procedural,0.32580736800082377,21,14,8,8,188,2053525504
"{""config.json"":""cells/overlap_s4_adam_3/config.json"",""curves.png"":""cells/overlap_s4_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s4_adam_3/error.png"",""field.npz"":""cells/overlap_s4_adam_3/field.npz"",""history.json"":""cells/overlap_s4_adam_3/history.json"",""initial_reconstruction.npy"":""cells/overlap_s4_adam_3/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s4_adam_3/input_field.npz"",""progress.jsonl"":""cells/overlap_s4_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s4_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s4_adam_3/reconstruction.png"",""target.npy"":""cells/overlap_s4_adam_3/target.npy"",""target.png"":""cells/overlap_s4_adam_3/target.png""}",overlap_s4_adam_3,1,5.960464477539063e-08,overlap,4,161,160,1,21.31236403727874,160,0,0,2.9147444365662523e-05,adam_3,0.9999573826789856,16,8994304,64.63191248584278,false,64.63191248584278,3.441983240974604e-07,0,0,0,4,160,false,ok,additional_procedural,0.33096717200169223,21,14,8,8,188,2051108864
"{""config.json"":""cells/overlap_s4_block_row/config.json"",""curves.png"":""cells/overlap_s4_block_row/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s4_block_row/error.png"",""field.npz"":""cells/overlap_s4_block_row/field.npz"",""history.json"":""cells/overlap_s4_block_row/history.json"",""initial_reconstruction.npy"":""cells/overlap_s4_block_row/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s4_block_row/input_field.npz"",""progress.jsonl"":""cells/overlap_s4_block_row/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s4_block_row/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s4_block_row/reconstruction.png"",""target.npy"":""cells/overlap_s4_block_row/target.npy"",""target.png"":""cells/overlap_s4_block_row/target.png""}",overlap_s4_block_row,1,5.960464477539063e-08,overlap,4,314,160,1,21.31236403727874,160,160,160,0.00010718456178437918,block_row,0.9998826384544373,16,34256384,59.8487514150925,false,59.8487514150925,1.0354398100406788e-06,0,65536,6291456,4,160,false,ok,additional_procedural,0.6838032560008287,21,14,8,8,341,2062008320
"{""config.json"":""cells/overlap_s5_full_row/config.json"",""curves.png"":""cells/overlap_s5_full_row/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s5_full_row/error.png"",""field.npz"":""cells/overlap_s5_full_row/field.npz"",""history.json"":""cells/overlap_s5_full_row/history.json"",""initial_reconstruction.npy"":""cells/overlap_s5_full_row/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s5_full_row/input_field.npz"",""progress.jsonl"":""cells/overlap_s5_full_row/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s5_full_row/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s5_full_row/reconstruction.png"",""target.npy"":""cells/overlap_s5_full_row/target.npy"",""target.png"":""cells/overlap_s5_full_row/target.png""}",overlap_s5_full_row,1,5.960464477539063e-08,overlap,4,393,160,1,20.634706389307222,160,160,160,3.1150420021219816e-09,full_row,1.0,16,30511104,120.0,true,146.34567567511854,2.3197032581871835e-15,42,65536,6291456,5,160,false,ok,additional_procedural,0.7320362639984523,21,14,8,8,420,2085707776
"{""config.json"":""cells/overlap_s5_full_shared/config.json"",""curves.png"":""cells/overlap_s5_full_shared/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s5_full_shared/error.png"",""field.npz"":""cells/overlap_s5_full_shared/field.npz"",""history.json"":""cells/overlap_s5_full_shared/history.json"",""initial_reconstruction.npy"":""cells/overlap_s5_full_shared/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s5_full_shared/input_field.npz"",""progress.jsonl"":""cells/overlap_s5_full_shared/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s5_full_shared/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s5_full_shared/reconstruction.png"",""target.npy"":""cells/overlap_s5_full_shared/target.npy"",""target.png"":""cells/overlap_s5_full_shared/target.png""}",overlap_s5_full_shared,1,5.960464477539063e-08,overlap,4,315,160,1,20.634706389307222,160,160,160,2.2397110832628186e-09,full_shared,1.0000001192092896,16,30406656,120.0,true,150.05576829989673,9.872409698778047e-16,26,65536,6291456,5,160,false,ok,additional_procedural,0.6717294139998558,21,14,8,8,342,2049675264
"{""config.json"":""cells/overlap_s5_adam_0p3/config.json"",""curves.png"":""cells/overlap_s5_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s5_adam_0p3/error.png"",""field.npz"":""cells/overlap_s5_adam_0p3/field.npz"",""history.json"":""cells/overlap_s5_adam_0p3/history.json"",""initial_reconstruction.npy"":""cells/overlap_s5_adam_0p3/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s5_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/overlap_s5_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s5_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s5_adam_0p3/reconstruction.png"",""target.npy"":""cells/overlap_s5_adam_0p3/target.npy"",""target.png"":""cells/overlap_s5_adam_0p3/target.png""}",overlap_s5_adam_0p3,1,5.960464477539063e-08,overlap,4,161,160,1,20.634706389307222,160,0,0,0.002229515928775072,adam_0p3,0.996590793132782,16,8994304,44.096713186561374,false,44.096713186561374,3.893396923265883e-05,0,0,0,5,160,false,ok,additional_procedural,0.32725523300177883,21,14,8,8,188,2066210816
"{""config.json"":""cells/overlap_s5_adam_1/config.json"",""curves.png"":""cells/overlap_s5_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s5_adam_1/error.png"",""field.npz"":""cells/overlap_s5_adam_1/field.npz"",""history.json"":""cells/overlap_s5_adam_1/history.json"",""initial_reconstruction.npy"":""cells/overlap_s5_adam_1/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s5_adam_1/input_field.npz"",""progress.jsonl"":""cells/overlap_s5_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s5_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s5_adam_1/reconstruction.png"",""target.npy"":""cells/overlap_s5_adam_1/target.npy"",""target.png"":""cells/overlap_s5_adam_1/target.png""}",overlap_s5_adam_1,1,5.960464477539063e-08,overlap,4,161,160,1,20.634706389307222,160,0,0,0.0004290775686968118,adam_1,0.9993526935577393,16,8994304,51.25476415816789,false,51.25476415816789,7.490720354550608e-06,0,0,0,5,160,false,ok,additional_procedural,0.33280694099812536,21,14,8,8,188,2051334144
"{""config.json"":""cells/overlap_s5_adam_3/config.json"",""curves.png"":""cells/overlap_s5_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s5_adam_3/error.png"",""field.npz"":""cells/overlap_s5_adam_3/field.npz"",""history.json"":""cells/overlap_s5_adam_3/history.json"",""initial_reconstruction.npy"":""cells/overlap_s5_adam_3/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s5_adam_3/input_field.npz"",""progress.jsonl"":""cells/overlap_s5_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s5_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s5_adam_3/reconstruction.png"",""target.npy"":""cells/overlap_s5_adam_3/target.npy"",""target.png"":""cells/overlap_s5_adam_3/target.png""}",overlap_s5_adam_3,1,5.960464477539063e-08,overlap,4,161,160,1,20.634706389307222,160,0,0,3.3437936508562416e-05,adam_3,0.9999423027038574,16,8994304,62.40761207341514,false,62.40761207341514,5.744322214422342e-07,0,0,0,5,160,false,ok,additional_procedural,0.32611251900016214,21,14,8,8,188,2062725120
"{""config.json"":""cells/overlap_s5_block_row/config.json"",""curves.png"":""cells/overlap_s5_block_row/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s5_block_row/error.png"",""field.npz"":""cells/overlap_s5_block_row/field.npz"",""history.json"":""cells/overlap_s5_block_row/history.json"",""initial_reconstruction.npy"":""cells/overlap_s5_block_row/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s5_block_row/input_field.npz"",""progress.jsonl"":""cells/overlap_s5_block_row/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s5_block_row/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s5_block_row/reconstruction.png"",""target.npy"":""cells/overlap_s5_block_row/target.npy"",""target.png"":""cells/overlap_s5_block_row/target.png""}",overlap_s5_block_row,1,5.960464477539063e-08,overlap,4,314,160,1,20.634706389307222,160,160,160,0.00023270270321518183,block_row,0.9996956586837769,16,34230272,54.3750525054162,false,54.3750525054162,3.6516971239247266e-06,0,65536,6291456,5,160,false,ok,additional_procedural,0.6731812930011074,21,14,8,8,341,2046312448
"{""config.json"":""cells/overlap_s5_block_shared/config.json"",""curves.png"":""cells/overlap_s5_block_shared/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s5_block_shared/error.png"",""field.npz"":""cells/overlap_s5_block_shared/field.npz"",""history.json"":""cells/overlap_s5_block_shared/history.json"",""initial_reconstruction.npy"":""cells/overlap_s5_block_shared/initial_reconstruction.npy"",""input_field.npz"":""cells/overlap_s5_block_shared/input_field.npz"",""progress.jsonl"":""cells/overlap_s5_block_shared/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s5_block_shared/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s5_block_shared/reconstruction.png"",""target.npy"":""cells/overlap_s5_block_shared/target.npy"",""target.png"":""cells/overlap_s5_block_shared/target.png""}",overlap_s5_block_shared,1,5.960464477539063e-08,overlap,4,313,160,1,20.634706389307222,160,160,160,0.0002462739939801395,block_shared,0.9996824264526367,16,33760256,54.11168274994759,false,54.11168274994759,3.879999994738157e-06,0,65536,6291456,5,160,false,ok,additional_procedural,0.6271449269988807,21,14,8,8,340,2085801984
"{""config.json"":""cells/texture_s0_adam_0p3/config.json"",""curves.png"":""cells/texture_s0_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s0_adam_0p3/error.png"",""field.npz"":""cells/texture_s0_adam_0p3/field.npz"",""history.json"":""cells/texture_s0_adam_0p3/history.json"",""initial_reconstruction.npy"":""cells/texture_s0_adam_0p3/initial_reconstruction.npy"",""input_field.npz"":""cells/texture_s0_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/texture_s0_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/texture_s0_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/texture_s0_adam_0p3/reconstruction.png"",""target.npy"":""cells/texture_s0_adam_0p3/target.npy"",""target.png"":""cells/texture_s0_adam_0p3/target.png""}",texture_s0_adam_0p3,1,1.1920928955078125e-07,texture,4,161,160,1,12.339890541810522,160,0,0,0.03561435639858246,adam_0p3,0.9367096424102783,16,8994304,26.329636835741773,false,26.329636835741773,0.002328285944662217,0,0,0,0,160,false,ok,exposed,0.32846357800008263,21,14,8,8,188,2048950272
"{""config.json"":""cells/texture_s0_adam_1/config.json"",""curves.png"":""cells/texture_s0_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s0_adam_1/error.png"",""field.npz"":""cells/texture_s0_adam_1/field.npz"",""history.json"":""cells/texture_s0_adam_1/history.json"",""initial_reconstruction.npy"":""cells/texture_s0_adam_1/initial_reconstruction.npy"",""input_field.npz"":""cells/texture_s0_adam_1/input_field.npz"",""progress.jsonl"":""cells/texture_s0_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/texture_s0_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/texture_s0_adam_1/reconstruction.png"",""target.npy"":""cells/texture_s0_adam_1/target.npy"",""target.png"":""cells/texture_s0_adam_1/target.png""}",texture_s0_adam_1,1,1.1920928955078125e-07,texture,4,161,160,1,12.339890541810522,160,0,0,0.02024298906326294,adam_1,0.9697520136833191,16,8994304,29.57239339717387,false,29.57239339717387,0.0011034703297321913,0,0,0,0,160,false,ok,exposed,0.33033644700117293,21,14,8,8,188,2061205504
