method,method_label,track,pairs,paired_images,budget_matched,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,sample_relation,supported_relation_95ci
structsplat_best_generation_filter,SS best + generation CAF,best-covariance-filter,8,4,True,-2.35868239402771,-3.077167272567749,-1.616736888885498,8,-0.010870255529880524,-0.018792636692523956,-0.004377245903015137,8,-1.5615597405510098,-1.9526851479419478,-1.042672691698781,8,0.0010533928871154785,-0.13074281811714172,0.1821560561656952,8,0.0044377148151397705,-0.13399195671081543,0.1977771818637848,8,-0.1033137352205813,-0.13471847027540207,-0.07320927735418081,8,4,tradeoff,tradeoff
structsplat_best_generation_filter_a18pi,SS best + generation CAF 18pi,best-covariance-filter,8,4,True,-1.0798988342285156,-1.5378398895263672,-0.7131280899047852,8,-0.0037122219800949097,-0.005719713866710663,-0.0019286349415779114,8,-0.7372121643685619,-1.001341412803213,-0.45563957770028374,8,0.002670079469680786,-0.021473050117492676,0.026813209056854248,8,0.0070202648639678955,-0.015002906322479248,0.02904343605041504,8,-0.04059914778918028,-0.057122087106108665,-0.024076208472251892,8,4,tradeoff,tradeoff
structsplat_best_generation_filter_a36pi,SS best + generation CAF 36pi,best-covariance-filter,8,4,True,-0.4361896514892578,-0.7518646717071533,-0.2556436061859131,8,-0.0010591894388198853,-0.0015339255332946777,-0.0005844533443450928,8,-0.2882732690455674,-0.42901732759150724,-0.16427326178502932,8,0.07157513499259949,-0.03626680374145508,0.23548361659049988,8,0.07782536745071411,-0.035944581031799316,0.25170522928237915,8,-0.01269133435562253,-0.020773012191057205,-0.007178311701864004,8,4,tradeoff,tradeoff
