image,source_path,height,width,max_side,strategy,init_strategy,sampling_mode,fit_control,relocate_every,relocate_count,iters,target_psnr,target_psnrs,render_chunk,renderer,pixel_loss,ssim_weight,compute_lpips,budget,seed,flank_offset_frac,flat_frac,corner_frac,max_axis_ratio,coherence_power,psnr,ssim,ms_ssim,lpips,iters_to_target,n_gaussians,init_seconds,fit_seconds
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,iso_blue_noise,iso_blue_noise,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,20.2456,0.49506,0.79915,,,2000,0.49222397804260254,23.369235515594482
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,aniso_onedge,aniso_onedge,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,20.5444,0.50866,0.80432,,,2000,0.47023439407348633,24.014795780181885
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,20.2988,0.50311,0.79762,,,2000,0.40416741371154785,22.3048734664917
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,quadtree_aggregate,quadtree_aggregate,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,20.3331,0.51018,0.8059,,,2000,0.11958861351013184,23.757010221481323
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,quadtree_hybrid,quadtree_hybrid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,20.4234,0.50883,0.80476,,,2000,0.4556093215942383,23.119154453277588
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,quadtree_wse,quadtree_wse,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,20.3674,0.50747,0.80578,,,2000,0.8717362880706787,22.679667949676514
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,19.53,0.48475,0.78472,,,2000,0.5331048965454102,22.981502771377563
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,19.6667,0.48436,0.7787,,,2000,0.04472804069519043,21.78802752494812
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,19.4821,0.48653,0.79268,,,2000,0.0015101432800292969,25.094506978988647
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,random,random,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,21.1814,0.64062,0.88364,,,5000,0.003153562545776367,24.326488971710205
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,grid,grid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,21.1818,0.64663,0.88781,,,5000,0.002455472946166992,22.087073802947998
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,iso_blue_noise,iso_blue_noise,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,22.2143,0.63141,0.87391,,,5000,0.9287109375,23.47581124305725
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,aniso_onedge,aniso_onedge,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,22.3301,0.64583,0.88313,,,5000,1.3395028114318848,26.023861408233643
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.5,0.02,0.15,6.0,1.0,22.3188,0.64293,0.88086,,,5000,1.3616960048675537,24.934130907058716
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,quadtree_aggregate,quadtree_aggregate,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,22.2924,0.63977,0.87463,,,5000,0.19021153450012207,25.29958748817444
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,quadtree_hybrid,quadtree_hybrid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,22.399,0.64526,0.88028,,,5000,1.0906789302825928,25.413756847381592
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,quadtree_wse,quadtree_wse,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,22.4609,0.64308,0.88254,,,5000,2.0826995372772217,23.200310945510864
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.5,0.02,0.15,6.0,1.0,22.064,0.6347,0.87193,,,5000,0.5248568058013916,24.006760835647583
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,21.9269,0.62599,0.86748,,,5000,0.04421043395996094,23.27625608444214
kodim13,results/datasets/abl004/kodak24/kodim13.png,512,768,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,21.0923,0.63724,0.88035,,,5000,0.0029921531677246094,24.95404314994812
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,random,random,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,27.1404,0.75329,0.89605,,,2000,0.0012073516845703125,25.42049741744995
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,grid,grid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,27.3294,0.75579,0.90478,,,2000,0.0022957324981689453,23.77052664756775
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,iso_blue_noise,iso_blue_noise,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,28.3753,0.77317,0.91135,,,2000,0.30566883087158203,23.744165420532227
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,aniso_onedge,aniso_onedge,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,29.1392,0.79396,0.92316,,,2000,0.4680290222167969,27.07459855079651
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,29.0616,0.79352,0.92204,,,2000,0.49739861488342285,25.7939875125885
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,quadtree_aggregate,quadtree_aggregate,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,28.4814,0.78284,0.91754,,,2000,0.12056088447570801,25.709585189819336
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,quadtree_hybrid,quadtree_hybrid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,28.9331,0.78895,0.92123,,,2000,0.3847174644470215,24.9053955078125
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,quadtree_wse,quadtree_wse,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,29.1717,0.79301,0.92236,,,2000,1.0570721626281738,23.666102647781372
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,26.4839,0.77726,0.90148,,,2000,0.5143637657165527,23.430795669555664
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,28.5839,0.7745,0.90986,,,2000,0.04143118858337402,24.09409236907959
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,27.9813,0.76219,0.90703,,,2000,0.002011537551879883,25.669377088546753
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,random,random,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.1631,0.84388,0.94854,,,5000,0.003134012222290039,26.612789392471313
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,grid,grid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,30.0856,0.85016,0.95462,,,5000,0.0016565322875976562,25.988520622253418
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,iso_blue_noise,iso_blue_noise,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,31.488,0.85828,0.95676,,,5000,0.9556758403778076,26.726890802383423
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,aniso_onedge,aniso_onedge,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,31.8584,0.87208,0.96158,,,5000,1.3801686763763428,31.61777377128601
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.5,0.02,0.15,6.0,1.0,31.8323,0.87157,0.96049,,,5000,1.4544486999511719,30.14291501045227
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,quadtree_aggregate,quadtree_aggregate,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,31.8687,0.87503,0.9623,,,5000,0.18764591217041016,29.546221256256104
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,quadtree_hybrid,quadtree_hybrid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,31.5687,0.87299,0.96112,,,5000,1.0789566040039062,28.11153221130371
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,quadtree_wse,quadtree_wse,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,31.9151,0.87238,0.96165,,,5000,1.9226315021514893,28.28046154975891
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.5,0.02,0.15,6.0,1.0,31.7655,0.87058,0.95945,,,5000,0.5220284461975098,25.649588108062744
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,31.4402,0.8591,0.95701,,,5000,0.0381317138671875,26.830756425857544
kodim16,results/datasets/abl004/kodak24/kodim16.png,512,768,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.8047,0.84566,0.95081,,,5000,0.001535177230834961,27.512036561965942
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,random,random,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,22.1856,0.74084,0.88958,,,2000,0.001127481460571289,24.36188507080078
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,grid,grid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,22.779,0.75115,0.90288,,,2000,0.0009407997131347656,23.06921076774597
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,iso_blue_noise,iso_blue_noise,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,26.7661,0.76502,0.9092,,,2000,0.2735443115234375,24.83814287185669
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,aniso_onedge,aniso_onedge,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,27.3619,0.77745,0.9172,,,2000,0.4167931079864502,26.464993715286255
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,27.0856,0.77444,0.91568,,,2000,0.41475391387939453,25.761244773864746
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,quadtree_aggregate,quadtree_aggregate,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,26.475,0.77404,0.91076,,,2000,0.11388754844665527,23.514500856399536
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,quadtree_hybrid,quadtree_hybrid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,26.515,0.77365,0.91334,,,2000,0.38736987113952637,24.62338352203369
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,quadtree_wse,quadtree_wse,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,27.2269,0.77657,0.91354,,,2000,0.8106060028076172,24.020335912704468
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,24.496,0.75994,0.88916,,,2000,0.4909486770629883,22.704336404800415
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,25.8014,0.76437,0.90453,,,2000,0.03230452537536621,23.535112619400024
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,23.4595,0.74229,0.89691,,,2000,0.0007529258728027344,24.513044357299805
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,random,random,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,27.0196,0.83949,0.95049,,,5000,0.0030896663665771484,26.599547147750854
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,grid,grid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,28.2254,0.84615,0.95818,,,5000,0.0011608600616455078,25.679128170013428
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,iso_blue_noise,iso_blue_noise,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,30.4142,0.83515,0.95182,,,5000,0.8081784248352051,29.57987952232361
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,aniso_onedge,aniso_onedge,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,30.1312,0.83808,0.95104,,,5000,1.237907886505127,31.499728441238403
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.5,0.02,0.15,6.0,1.0,30.2942,0.83897,0.95166,,,5000,1.2640650272369385,30.61313533782959
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,quadtree_aggregate,quadtree_aggregate,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,30.4113,0.8493,0.95547,,,5000,0.22709965705871582,27.516605854034424
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,quadtree_hybrid,quadtree_hybrid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,30.5637,0.8472,0.95725,,,5000,1.0842714309692383,28.762768030166626
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,quadtree_wse,quadtree_wse,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,30.483,0.84095,0.95366,,,5000,1.8245282173156738,27.16972851753235
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.5,0.02,0.15,6.0,1.0,28.9838,0.83614,0.94717,,,5000,0.49713635444641113,25.69129967689514
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.6833,0.82951,0.94603,,,5000,0.036902666091918945,25.29071283340454
kodim19,results/datasets/abl004/kodak24/kodim19.png,768,512,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,27.6126,0.84324,0.95437,,,5000,0.0015816688537597656,26.691429138183594
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,random,random,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,25.0871,0.71262,0.88285,,,2000,0.0016832351684570312,23.046866178512573
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,grid,grid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,25.6412,0.71699,0.89079,,,2000,0.0007486343383789062,22.46529221534729
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,iso_blue_noise,iso_blue_noise,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,26.8826,0.73046,0.89408,,,2000,0.27076244354248047,22.923207759857178
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,aniso_onedge,aniso_onedge,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,27.4976,0.73808,0.90249,,,2000,0.38129734992980957,23.88962149620056
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,27.3875,0.73407,0.89978,,,2000,0.3836641311645508,23.218762397766113
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,quadtree_aggregate,quadtree_aggregate,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,27.3233,0.73171,0.89519,,,2000,0.10486197471618652,22.42526888847351
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,quadtree_hybrid,quadtree_hybrid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,26.9666,0.73309,0.89835,,,2000,0.3490872383117676,22.499361515045166
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,quadtree_wse,quadtree_wse,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,27.4671,0.73441,0.89955,,,2000,0.8461532592773438,22.473345041275024
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.5,0.02,0.15,6.0,1.0,25.0833,0.72303,0.88705,,,2000,0.49575018882751465,20.7193021774292
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,26.987,0.72488,0.89123,,,2000,0.03243827819824219,23.008850812911987
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,2000,0,0.0,0.02,0.15,6.0,1.0,25.0336,0.70879,0.88354,,,2000,0.0012018680572509766,22.339893102645874
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,random,random,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,28.0847,0.8117,0.94145,,,5000,0.001965045928955078,24.604103565216064
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,grid,grid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,28.6603,0.81688,0.94752,,,5000,0.0013861656188964844,23.345532178878784
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,iso_blue_noise,iso_blue_noise,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.8759,0.82139,0.94836,,,5000,0.8178212642669678,25.652398824691772
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,aniso_onedge,aniso_onedge,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.9588,0.82306,0.94869,,,5000,1.1551234722137451,26.742157697677612
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,aniso_flanking,aniso_flanking,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.5,0.02,0.15,6.0,1.0,29.4047,0.82113,0.94592,,,5000,1.1725075244903564,27.25471019744873
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,quadtree_aggregate,quadtree_aggregate,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.6491,0.82485,0.94787,,,5000,0.1734621524810791,25.918795585632324
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,quadtree_hybrid,quadtree_hybrid,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.9092,0.82607,0.94973,,,5000,0.9729933738708496,26.08500862121582
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,quadtree_wse,quadtree_wse,wse,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.8641,0.82324,0.94788,,,5000,1.828953742980957,24.762968063354492
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,floyd_steinberg,aniso_flanking,floyd_steinberg,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.5,0.02,0.15,6.0,1.0,29.5091,0.81863,0.9459,,,5000,0.4996147155761719,23.12488603591919
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,density_random,iso_blue_noise,density_random,none,,,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,29.5437,0.81799,0.94569,,,5000,0.035370588302612305,25.9456729888916
kodim22,results/datasets/abl004/kodak24/kodim22.png,512,768,768,random_relocate,random,wse,relocate,750,64,1500,35.0,[35.0],512,cuda,l1,0.3,False,5000,0,0.0,0.02,0.15,6.0,1.0,28.2559,0.81238,0.94172,,,5000,0.0014014244079589844,25.009826183319092
