artifacts,cell_id,cold_render_max_abs,family,forward_evaluations,gradient_evaluations,initial_psnr,iterations_run,lpips,method,ms_ssim,n_gaussians,peak_allocated_bytes,psnr,raw_mse,rejected_updates,seed,selected_iteration,smoke,status,total_seconds,worker_peak_rss_bytes
"{""config.json"":""cells/anisotropic_s2_adam_1/config.json"",""curves.png"":""cells/anisotropic_s2_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/anisotropic_s2_adam_1/error.png"",""field.npz"":""cells/anisotropic_s2_adam_1/field.npz"",""history.json"":""cells/anisotropic_s2_adam_1/history.json"",""input_field.npz"":""cells/anisotropic_s2_adam_1/input_field.npz"",""progress.jsonl"":""cells/anisotropic_s2_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/anisotropic_s2_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/anisotropic_s2_adam_1/reconstruction.png"",""target.npy"":""cells/anisotropic_s2_adam_1/target.npy"",""target.png"":""cells/anisotropic_s2_adam_1/target.png""}",anisotropic_s2_adam_1,0.0,anisotropic,161,160,27.683765521064807,160,5.4297927931656886e-08,adam_1,1.0,16,8945152,102.64108951208507,5.443660709058775e-11,0,2,160,false,ok,0.6611848360007571,1998479360
"{""config.json"":""cells/overlap_s0_adam_0p3/config.json"",""curves.png"":""cells/overlap_s0_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s0_adam_0p3/error.png"",""field.npz"":""cells/overlap_s0_adam_0p3/field.npz"",""history.json"":""cells/overlap_s0_adam_0p3/history.json"",""input_field.npz"":""cells/overlap_s0_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/overlap_s0_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s0_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s0_adam_0p3/reconstruction.png"",""target.npy"":""cells/overlap_s0_adam_0p3/target.npy"",""target.png"":""cells/overlap_s0_adam_0p3/target.png""}",overlap_s0_adam_0p3,5.960464477539063e-08,overlap,161,160,19.31374746504402,160,0.0025083525106310844,adam_0p3,0.9972540736198425,16,8945152,45.473146524409096,2.8358636609792556e-05,0,0,160,false,ok,0.6358065669992357,1994678272
"{""config.json"":""cells/overlap_s0_adam_1/config.json"",""curves.png"":""cells/overlap_s0_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s0_adam_1/error.png"",""field.npz"":""cells/overlap_s0_adam_1/field.npz"",""history.json"":""cells/overlap_s0_adam_1/history.json"",""input_field.npz"":""cells/overlap_s0_adam_1/input_field.npz"",""progress.jsonl"":""cells/overlap_s0_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s0_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s0_adam_1/reconstruction.png"",""target.npy"":""cells/overlap_s0_adam_1/target.npy"",""target.png"":""cells/overlap_s0_adam_1/target.png""}",overlap_s0_adam_1,5.960464477539063e-08,overlap,161,160,19.31374677434451,160,0.0002396292402409017,adam_1,0.999717652797699,16,8945152,55.79614125308047,2.63260604804158e-06,0,0,160,false,ok,0.659627018001629,2009268224
"{""config.json"":""cells/overlap_s0_adam_3/config.json"",""curves.png"":""cells/overlap_s0_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s0_adam_3/error.png"",""field.npz"":""cells/overlap_s0_adam_3/field.npz"",""history.json"":""cells/overlap_s0_adam_3/history.json"",""input_field.npz"":""cells/overlap_s0_adam_3/input_field.npz"",""progress.jsonl"":""cells/overlap_s0_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s0_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s0_adam_3/reconstruction.png"",""target.npy"":""cells/overlap_s0_adam_3/target.npy"",""target.png"":""cells/overlap_s0_adam_3/target.png""}",overlap_s0_adam_3,5.960464477539063e-08,overlap,161,160,19.31374746504402,160,1.52544289448997e-05,adam_3,0.9999828338623047,16,8945152,67.55128428647988,1.7574038413529554e-07,0,0,160,false,ok,0.663869493000675,2009776128
"{""config.json"":""cells/overlap_s0_diagonal/config.json"",""curves.png"":""cells/overlap_s0_diagonal/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s0_diagonal/error.png"",""field.npz"":""cells/overlap_s0_diagonal/field.npz"",""history.json"":""cells/overlap_s0_diagonal/history.json"",""input_field.npz"":""cells/overlap_s0_diagonal/input_field.npz"",""progress.jsonl"":""cells/overlap_s0_diagonal/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s0_diagonal/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s0_diagonal/reconstruction.png"",""target.npy"":""cells/overlap_s0_diagonal/target.npy"",""target.png"":""cells/overlap_s0_diagonal/target.png""}",overlap_s0_diagonal,5.960464477539063e-08,overlap,443,160,19.31374677434451,160,0.0005983121227473021,diagonal,0.9987784624099731,16,23113728,48.83467559135458,1.3077732231212652e-05,0,0,160,false,ok,2.6704016869989573,2009620480
"{""config.json"":""cells/overlap_s0_block/config.json"",""curves.png"":""cells/overlap_s0_block/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s0_block/error.png"",""field.npz"":""cells/overlap_s0_block/field.npz"",""history.json"":""cells/overlap_s0_block/history.json"",""input_field.npz"":""cells/overlap_s0_block/input_field.npz"",""progress.jsonl"":""cells/overlap_s0_block/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s0_block/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s0_block/reconstruction.png"",""target.npy"":""cells/overlap_s0_block/target.npy"",""target.png"":""cells/overlap_s0_block/target.png""}",overlap_s0_block,5.960464477539063e-08,overlap,312,160,19.31374677434451,160,0.00020133424550294876,block,0.9997430443763733,16,23232512,54.89335796655563,3.2408893476253824e-06,0,0,160,false,ok,2.489021112000046,1997524992
"{""config.json"":""cells/overlap_s1_adam_1/config.json"",""curves.png"":""cells/overlap_s1_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s1_adam_1/error.png"",""field.npz"":""cells/overlap_s1_adam_1/field.npz"",""history.json"":""cells/overlap_s1_adam_1/history.json"",""input_field.npz"":""cells/overlap_s1_adam_1/input_field.npz"",""progress.jsonl"":""cells/overlap_s1_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s1_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s1_adam_1/reconstruction.png"",""target.npy"":""cells/overlap_s1_adam_1/target.npy"",""target.png"":""cells/overlap_s1_adam_1/target.png""}",overlap_s1_adam_1,5.960464477539063e-08,overlap,161,160,19.75027121966309,160,0.00039796181954443455,adam_1,0.9995413422584534,16,8945152,53.554616905930004,4.411012712438004e-06,0,1,160,false,ok,0.6576770030005719,1995337728
"{""config.json"":""cells/overlap_s1_adam_3/config.json"",""curves.png"":""cells/overlap_s1_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s1_adam_3/error.png"",""field.npz"":""cells/overlap_s1_adam_3/field.npz"",""history.json"":""cells/overlap_s1_adam_3/history.json"",""input_field.npz"":""cells/overlap_s1_adam_3/input_field.npz"",""progress.jsonl"":""cells/overlap_s1_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s1_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s1_adam_3/reconstruction.png"",""target.npy"":""cells/overlap_s1_adam_3/target.npy"",""target.png"":""cells/overlap_s1_adam_3/target.png""}",overlap_s1_adam_3,5.960464477539063e-08,overlap,161,160,19.75027121966309,160,2.1836982341483235e-05,adam_3,0.9999822378158569,16,8945152,67.49692391049865,1.7795394040176777e-07,0,1,160,false,ok,0.653357679999317,1994420224
"{""config.json"":""cells/overlap_s1_diagonal/config.json"",""curves.png"":""cells/overlap_s1_diagonal/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s1_diagonal/error.png"",""field.npz"":""cells/overlap_s1_diagonal/field.npz"",""history.json"":""cells/overlap_s1_diagonal/history.json"",""input_field.npz"":""cells/overlap_s1_diagonal/input_field.npz"",""progress.jsonl"":""cells/overlap_s1_diagonal/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s1_diagonal/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s1_diagonal/reconstruction.png"",""target.npy"":""cells/overlap_s1_diagonal/target.npy"",""target.png"":""cells/overlap_s1_diagonal/target.png""}",overlap_s1_diagonal,5.960464477539063e-08,overlap,437,160,19.75027121966309,160,0.0007033068686723709,diagonal,0.9989550709724426,16,21947904,49.3303969401598,1.166702976877874e-05,0,1,160,false,ok,2.572908450001705,1992232960
"{""config.json"":""cells/overlap_s1_block/config.json"",""curves.png"":""cells/overlap_s1_block/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s1_block/error.png"",""field.npz"":""cells/overlap_s1_block/field.npz"",""history.json"":""cells/overlap_s1_block/history.json"",""input_field.npz"":""cells/overlap_s1_block/input_field.npz"",""progress.jsonl"":""cells/overlap_s1_block/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s1_block/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s1_block/reconstruction.png"",""target.npy"":""cells/overlap_s1_block/target.npy"",""target.png"":""cells/overlap_s1_block/target.png""}",overlap_s1_block,5.960464477539063e-08,overlap,314,160,19.75027121966309,160,5.9044064983027056e-05,block,0.9999339580535889,16,23219200,61.44343174561147,7.172273224202587e-07,0,1,160,false,ok,2.4768949930003146,2009882624
"{""config.json"":""cells/overlap_s1_adam_0p3/config.json"",""curves.png"":""cells/overlap_s1_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s1_adam_0p3/error.png"",""field.npz"":""cells/overlap_s1_adam_0p3/field.npz"",""history.json"":""cells/overlap_s1_adam_0p3/history.json"",""input_field.npz"":""cells/overlap_s1_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/overlap_s1_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s1_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s1_adam_0p3/reconstruction.png"",""target.npy"":""cells/overlap_s1_adam_0p3/target.npy"",""target.png"":""cells/overlap_s1_adam_0p3/target.png""}",overlap_s1_adam_0p3,5.960464477539063e-08,overlap,161,160,19.75027121966309,160,0.0025402656756341457,adam_0p3,0.99751216173172,16,8945152,46.19090919486641,2.403859499689108e-05,0,1,160,false,ok,0.6554735739991884,1996451840
"{""config.json"":""cells/overlap_s2_adam_3/config.json"",""curves.png"":""cells/overlap_s2_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s2_adam_3/error.png"",""field.npz"":""cells/overlap_s2_adam_3/field.npz"",""history.json"":""cells/overlap_s2_adam_3/history.json"",""input_field.npz"":""cells/overlap_s2_adam_3/input_field.npz"",""progress.jsonl"":""cells/overlap_s2_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s2_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s2_adam_3/reconstruction.png"",""target.npy"":""cells/overlap_s2_adam_3/target.npy"",""target.png"":""cells/overlap_s2_adam_3/target.png""}",overlap_s2_adam_3,5.960464477539063e-08,overlap,161,160,20.205582247067618,160,3.478477810858749e-05,adam_3,0.9999404549598694,16,8945152,63.28235239422404,4.6963965525185205e-07,0,2,160,false,ok,0.6446334729989758,2007134208
"{""config.json"":""cells/overlap_s2_diagonal/config.json"",""curves.png"":""cells/overlap_s2_diagonal/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s2_diagonal/error.png"",""field.npz"":""cells/overlap_s2_diagonal/field.npz"",""history.json"":""cells/overlap_s2_diagonal/history.json"",""input_field.npz"":""cells/overlap_s2_diagonal/input_field.npz"",""progress.jsonl"":""cells/overlap_s2_diagonal/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s2_diagonal/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s2_diagonal/reconstruction.png"",""target.npy"":""cells/overlap_s2_diagonal/target.npy"",""target.png"":""cells/overlap_s2_diagonal/target.png""}",overlap_s2_diagonal,5.960464477539063e-08,overlap,437,160,20.205582247067618,160,0.000825044116936624,diagonal,0.9987205862998962,16,23156736,48.80245221418956,1.3175126039795522e-05,0,2,160,false,ok,2.6101858479996736,2011996160
"{""config.json"":""cells/overlap_s2_block/config.json"",""curves.png"":""cells/overlap_s2_block/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s2_block/error.png"",""field.npz"":""cells/overlap_s2_block/field.npz"",""history.json"":""cells/overlap_s2_block/history.json"",""input_field.npz"":""cells/overlap_s2_block/input_field.npz"",""progress.jsonl"":""cells/overlap_s2_block/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s2_block/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s2_block/reconstruction.png"",""target.npy"":""cells/overlap_s2_block/target.npy"",""target.png"":""cells/overlap_s2_block/target.png""}",overlap_s2_block,5.960464477539063e-08,overlap,313,160,20.205582247067618,160,0.0002044941356871277,block,0.9996662735939026,16,23240704,54.67955304701887,3.4044322451973637e-06,0,2,160,false,ok,2.523338031998719,1998417920
"{""config.json"":""cells/overlap_s2_adam_0p3/config.json"",""curves.png"":""cells/overlap_s2_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s2_adam_0p3/error.png"",""field.npz"":""cells/overlap_s2_adam_0p3/field.npz"",""history.json"":""cells/overlap_s2_adam_0p3/history.json"",""input_field.npz"":""cells/overlap_s2_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/overlap_s2_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s2_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s2_adam_0p3/reconstruction.png"",""target.npy"":""cells/overlap_s2_adam_0p3/target.npy"",""target.png"":""cells/overlap_s2_adam_0p3/target.png""}",overlap_s2_adam_0p3,5.960464477539063e-08,overlap,161,160,20.205582247067618,160,0.0020871669985353947,adam_0p3,0.9955885410308838,16,8945152,44.12052425857925,3.8721089993688605e-05,0,2,160,false,ok,0.6380241480001132,2022002688
"{""config.json"":""cells/overlap_s2_adam_1/config.json"",""curves.png"":""cells/overlap_s2_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/overlap_s2_adam_1/error.png"",""field.npz"":""cells/overlap_s2_adam_1/field.npz"",""history.json"":""cells/overlap_s2_adam_1/history.json"",""input_field.npz"":""cells/overlap_s2_adam_1/input_field.npz"",""progress.jsonl"":""cells/overlap_s2_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/overlap_s2_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/overlap_s2_adam_1/reconstruction.png"",""target.npy"":""cells/overlap_s2_adam_1/target.npy"",""target.png"":""cells/overlap_s2_adam_1/target.png""}",overlap_s2_adam_1,5.960464477539063e-08,overlap,161,160,20.205582247067618,160,0.00048515346134081483,adam_1,0.9990778565406799,16,8945152,50.971235669674385,7.99606715771259e-06,0,2,160,false,ok,0.6629964970015862,2000744448
"{""config.json"":""cells/texture_s0_adam_0p3/config.json"",""curves.png"":""cells/texture_s0_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s0_adam_0p3/error.png"",""field.npz"":""cells/texture_s0_adam_0p3/field.npz"",""history.json"":""cells/texture_s0_adam_0p3/history.json"",""input_field.npz"":""cells/texture_s0_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/texture_s0_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/texture_s0_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/texture_s0_adam_0p3/reconstruction.png"",""target.npy"":""cells/texture_s0_adam_0p3/target.npy"",""target.png"":""cells/texture_s0_adam_0p3/target.png""}",texture_s0_adam_0p3,1.1920928955078125e-07,texture,161,160,12.339891096389637,160,0.03561534732580185,adam_0p3,0.9367095232009888,16,8945152,26.32963685760734,0.002328285932939918,0,0,160,false,ok,0.6542878549989837,2014183424
"{""config.json"":""cells/texture_s0_adam_1/config.json"",""curves.png"":""cells/texture_s0_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s0_adam_1/error.png"",""field.npz"":""cells/texture_s0_adam_1/field.npz"",""history.json"":""cells/texture_s0_adam_1/history.json"",""input_field.npz"":""cells/texture_s0_adam_1/input_field.npz"",""progress.jsonl"":""cells/texture_s0_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/texture_s0_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/texture_s0_adam_1/reconstruction.png"",""target.npy"":""cells/texture_s0_adam_1/target.npy"",""target.png"":""cells/texture_s0_adam_1/target.png""}",texture_s0_adam_1,1.1920928955078125e-07,texture,161,160,12.339890541810522,160,0.020243488252162933,adam_1,0.9697520732879639,16,8945152,29.572393843293455,0.0011034702163806016,0,0,160,false,ok,0.6552190830007021,1998893056
"{""config.json"":""cells/texture_s0_adam_3/config.json"",""curves.png"":""cells/texture_s0_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s0_adam_3/error.png"",""field.npz"":""cells/texture_s0_adam_3/field.npz"",""history.json"":""cells/texture_s0_adam_3/history.json"",""input_field.npz"":""cells/texture_s0_adam_3/input_field.npz"",""progress.jsonl"":""cells/texture_s0_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/texture_s0_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/texture_s0_adam_3/reconstruction.png"",""target.npy"":""cells/texture_s0_adam_3/target.npy"",""target.png"":""cells/texture_s0_adam_3/target.png""}",texture_s0_adam_3,1.1920928955078125e-07,texture,161,160,12.339890541810522,160,0.012281005270779133,adam_3,0.9837467670440674,16,8945152,31.65805987543606,0.0006826435835326903,0,0,160,false,ok,0.6522852140005853,1996455936
"{""config.json"":""cells/texture_s0_diagonal/config.json"",""curves.png"":""cells/texture_s0_diagonal/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s0_diagonal/error.png"",""field.npz"":""cells/texture_s0_diagonal/field.npz"",""history.json"":""cells/texture_s0_diagonal/history.json"",""input_field.npz"":""cells/texture_s0_diagonal/input_field.npz"",""progress.jsonl"":""cells/texture_s0_diagonal/progress.jsonl"",""reconstruction.npy"":""cells/texture_s0_diagonal/reconstruction.npy"",""reconstruction.png"":""cells/texture_s0_diagonal/reconstruction.png"",""target.npy"":""cells/texture_s0_diagonal/target.npy"",""target.png"":""cells/texture_s0_diagonal/target.png""}",texture_s0_diagonal,1.1920928955078125e-07,texture,451,160,12.339890541810522,160,0.017465461045503616,diagonal,0.9747207760810852,16,26292736,30.60657968400684,0.0008696450545904128,0,0,160,false,ok,3.099902096000733,2018025472
"{""config.json"":""cells/texture_s0_block/config.json"",""curves.png"":""cells/texture_s0_block/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s0_block/error.png"",""field.npz"":""cells/texture_s0_block/field.npz"",""history.json"":""cells/texture_s0_block/history.json"",""input_field.npz"":""cells/texture_s0_block/input_field.npz"",""progress.jsonl"":""cells/texture_s0_block/progress.jsonl"",""reconstruction.npy"":""cells/texture_s0_block/reconstruction.npy"",""reconstruction.png"":""cells/texture_s0_block/reconstruction.png"",""target.npy"":""cells/texture_s0_block/target.npy"",""target.png"":""cells/texture_s0_block/target.png""}",texture_s0_block,1.1920928955078125e-07,texture,699,160,12.339890541810522,160,0.02175450138747692,block,0.9651003479957581,16,26482688,29.44563806607666,0.0011361513618832041,94,0,160,false,ok,3.563393342999916,2018500608
"{""config.json"":""cells/texture_s1_adam_1/config.json"",""curves.png"":""cells/texture_s1_adam_1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s1_adam_1/error.png"",""field.npz"":""cells/texture_s1_adam_1/field.npz"",""history.json"":""cells/texture_s1_adam_1/history.json"",""input_field.npz"":""cells/texture_s1_adam_1/input_field.npz"",""progress.jsonl"":""cells/texture_s1_adam_1/progress.jsonl"",""reconstruction.npy"":""cells/texture_s1_adam_1/reconstruction.npy"",""reconstruction.png"":""cells/texture_s1_adam_1/reconstruction.png"",""target.npy"":""cells/texture_s1_adam_1/target.npy"",""target.png"":""cells/texture_s1_adam_1/target.png""}",texture_s1_adam_1,1.1920928955078125e-07,texture,161,160,12.034310307592238,160,0.019747214391827583,adam_1,0.9696152806282043,16,8945152,29.48515207741076,0.0011258610437957584,0,1,160,false,ok,0.6355868730024667,1997000704
"{""config.json"":""cells/texture_s1_adam_3/config.json"",""curves.png"":""cells/texture_s1_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s1_adam_3/error.png"",""field.npz"":""cells/texture_s1_adam_3/field.npz"",""history.json"":""cells/texture_s1_adam_3/history.json"",""input_field.npz"":""cells/texture_s1_adam_3/input_field.npz"",""progress.jsonl"":""cells/texture_s1_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/texture_s1_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/texture_s1_adam_3/reconstruction.png"",""target.npy"":""cells/texture_s1_adam_3/target.npy"",""target.png"":""cells/texture_s1_adam_3/target.png""}",texture_s1_adam_3,1.1920928955078125e-07,texture,161,160,12.034310307592238,160,0.010985507629811764,adam_3,0.9861018657684326,16,8945152,32.5582188343153,0.000554853227452246,0,1,160,false,ok,0.6607262569996237,1995264000
"{""config.json"":""cells/texture_s1_diagonal/config.json"",""curves.png"":""cells/texture_s1_diagonal/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s1_diagonal/error.png"",""field.npz"":""cells/texture_s1_diagonal/field.npz"",""history.json"":""cells/texture_s1_diagonal/history.json"",""input_field.npz"":""cells/texture_s1_diagonal/input_field.npz"",""progress.jsonl"":""cells/texture_s1_diagonal/progress.jsonl"",""reconstruction.npy"":""cells/texture_s1_diagonal/reconstruction.npy"",""reconstruction.png"":""cells/texture_s1_diagonal/reconstruction.png"",""target.npy"":""cells/texture_s1_diagonal/target.npy"",""target.png"":""cells/texture_s1_diagonal/target.png""}",texture_s1_diagonal,1.1920928955078125e-07,texture,441,160,12.034310307592238,160,0.015552591532468796,diagonal,0.9796698093414307,16,26849280,31.420165891398945,0.0007210799349131001,0,1,160,false,ok,3.113401212998724,1998487552
"{""config.json"":""cells/texture_s1_block/config.json"",""curves.png"":""cells/texture_s1_block/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s1_block/error.png"",""field.npz"":""cells/texture_s1_block/field.npz"",""history.json"":""cells/texture_s1_block/history.json"",""input_field.npz"":""cells/texture_s1_block/input_field.npz"",""progress.jsonl"":""cells/texture_s1_block/progress.jsonl"",""reconstruction.npy"":""cells/texture_s1_block/reconstruction.npy"",""reconstruction.png"":""cells/texture_s1_block/reconstruction.png"",""target.npy"":""cells/texture_s1_block/target.npy"",""target.png"":""cells/texture_s1_block/target.png""}",texture_s1_block,1.1920928955078125e-07,texture,691,160,12.034310307592238,160,0.020650390535593033,block,0.9669638872146606,16,26505216,29.545251775658787,0.0011103881603930909,93,1,160,false,ok,3.5519977690019005,1997066240
"{""config.json"":""cells/texture_s1_adam_0p3/config.json"",""curves.png"":""cells/texture_s1_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s1_adam_0p3/error.png"",""field.npz"":""cells/texture_s1_adam_0p3/field.npz"",""history.json"":""cells/texture_s1_adam_0p3/history.json"",""input_field.npz"":""cells/texture_s1_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/texture_s1_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/texture_s1_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/texture_s1_adam_0p3/reconstruction.png"",""target.npy"":""cells/texture_s1_adam_0p3/target.npy"",""target.png"":""cells/texture_s1_adam_0p3/target.png""}",texture_s1_adam_0p3,1.1920928955078125e-07,texture,161,160,12.034310307592238,160,0.04391803592443466,adam_0p3,0.9333631992340088,16,8945152,26.143167676462458,0.0024304306440766444,0,1,160,false,ok,0.6434481210017111,1999036416
"{""config.json"":""cells/texture_s2_adam_3/config.json"",""curves.png"":""cells/texture_s2_adam_3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s2_adam_3/error.png"",""field.npz"":""cells/texture_s2_adam_3/field.npz"",""history.json"":""cells/texture_s2_adam_3/history.json"",""input_field.npz"":""cells/texture_s2_adam_3/input_field.npz"",""progress.jsonl"":""cells/texture_s2_adam_3/progress.jsonl"",""reconstruction.npy"":""cells/texture_s2_adam_3/reconstruction.npy"",""reconstruction.png"":""cells/texture_s2_adam_3/reconstruction.png"",""target.npy"":""cells/texture_s2_adam_3/target.npy"",""target.png"":""cells/texture_s2_adam_3/target.png""}",texture_s2_adam_3,1.1920928955078125e-07,texture,161,160,11.776647631326881,160,0.012893778271973133,adam_3,0.9820648431777954,16,8945152,31.878872606360616,0.0006488028357013385,0,2,160,false,ok,0.6460526699993352,2013958144
"{""config.json"":""cells/texture_s2_diagonal/config.json"",""curves.png"":""cells/texture_s2_diagonal/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s2_diagonal/error.png"",""field.npz"":""cells/texture_s2_diagonal/field.npz"",""history.json"":""cells/texture_s2_diagonal/history.json"",""input_field.npz"":""cells/texture_s2_diagonal/input_field.npz"",""progress.jsonl"":""cells/texture_s2_diagonal/progress.jsonl"",""reconstruction.npy"":""cells/texture_s2_diagonal/reconstruction.npy"",""reconstruction.png"":""cells/texture_s2_diagonal/reconstruction.png"",""target.npy"":""cells/texture_s2_diagonal/target.npy"",""target.png"":""cells/texture_s2_diagonal/target.png""}",texture_s2_diagonal,1.1920928955078125e-07,texture,440,160,11.776647631326881,160,0.019624046981334686,diagonal,0.9763253331184387,16,27671552,30.47115977059217,0.000897189170787499,0,2,160,false,ok,3.1858384650004155,2014789632
"{""config.json"":""cells/texture_s2_block/config.json"",""curves.png"":""cells/texture_s2_block/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s2_block/error.png"",""field.npz"":""cells/texture_s2_block/field.npz"",""history.json"":""cells/texture_s2_block/history.json"",""input_field.npz"":""cells/texture_s2_block/input_field.npz"",""progress.jsonl"":""cells/texture_s2_block/progress.jsonl"",""reconstruction.npy"":""cells/texture_s2_block/reconstruction.npy"",""reconstruction.png"":""cells/texture_s2_block/reconstruction.png"",""target.npy"":""cells/texture_s2_block/target.npy"",""target.png"":""cells/texture_s2_block/target.png""}",texture_s2_block,1.1920928955078125e-07,texture,671,160,11.776647631326881,160,0.024134691804647446,block,0.9648494124412537,16,27869696,29.3892180502214,0.0011510076098884266,87,2,160,false,ok,3.6185619120005867,2027769856
"{""config.json"":""cells/texture_s2_adam_0p3/config.json"",""curves.png"":""cells/texture_s2_adam_0p3/curves.png"",""decision"":""decision.json"",""error.png"":""cells/texture_s2_adam_0p3/error.png"",""field.npz"":""cells/texture_s2_adam_0p3/field.npz"",""history.json"":""cells/texture_s2_adam_0p3/history.json"",""input_field.npz"":""cells/texture_s2_adam_0p3/input_field.npz"",""progress.jsonl"":""cells/texture_s2_adam_0p3/progress.jsonl"",""reconstruction.npy"":""cells/texture_s2_adam_0p3/reconstruction.npy"",""reconstruction.png"":""cells/texture_s2_adam_0p3/reconstruction.png"",""target.npy"":""cells/texture_s2_adam_0p3/target.npy"",""target.png"":""cells/texture_s2_adam_0p3/target.png""}",texture_s2_adam_0p3,1.1920928955078125e-07,texture,161,160,11.776647631326881,160,0.05703981965780258,adam_0p3,0.9196896553039551,16,8945152,25.402683651806655,0.0028822499134802055,0,2,160,false,ok,0.6591460489980818,1993707520
