seed,selection_seconds,order_seconds,terminal_sets_identical
0,0.034580007999466034,0.0045467920008377405,True
1,0.029206938001152594,0.004292734000046039,True
2,0.029153826000765548,0.004321579001043574,True
3,0.028916762999870116,0.004104231000383152,True
4,0.02958392100117635,0.0042046349990414456,True
5,0.029207151999798953,0.004195982000965159,True
6,0.030118925000351737,0.004215347000354086,True
7,0.029530214000260457,0.004259514998921077,True
