adjoint_relative_error,artifacts,backend,baseline_allocated_bytes,baseline_reserved_bytes,cache_build_seconds,cache_bytes,cache_nnz,cell_id,cold_render_max_abs,family,forward_calls,iterations_run,lpips,maintained_parity_max_abs,ms_ssim,n_gaussians,peak_allocated_bytes,peak_reserved_bytes,psnr,raw_sse,repeat,seed,selected_iteration,selected_violation,status,total_seconds,transpose_calls,worker_peak_rss_bytes
1.0058283805847168e-06,"{""config.json"":""cells/smooth_s1_r0_csr/config.json"",""curves.png"":""cells/smooth_s1_r0_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r0_csr/error.png"",""field.npz"":""cells/smooth_s1_r0_csr/field.npz"",""history.json"":""cells/smooth_s1_r0_csr/history.json"",""input_field.npz"":""cells/smooth_s1_r0_csr/input_field.npz"",""mask.npy"":""cells/smooth_s1_r0_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r0_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r0_csr/reconstruction.png"",""target.npy"":""cells/smooth_s1_r0_csr/target.npy"",""target.png"":""cells/smooth_s1_r0_csr/target.png""}",csr,0,33554432,0.0028198210020491388,3273840,130900,smooth_s1_r0_csr,1.1920928955078125e-07,smooth,99,48,0.07628129422664642,2.384185791015625e-07,0.9419742822647095,144,16776192,33554432,27.110375771766684,95.61006574684126,0,1,42,15.843574057267265,ok,0.163741468997614,51,1302790144
6.921589374542236e-06,"{""config.json"":""cells/smooth_s1_r1_off/config.json"",""curves.png"":""cells/smooth_s1_r1_off/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r1_off/error.png"",""field.npz"":""cells/smooth_s1_r1_off/field.npz"",""history.json"":""cells/smooth_s1_r1_off/history.json"",""input_field.npz"":""cells/smooth_s1_r1_off/input_field.npz"",""mask.npy"":""cells/smooth_s1_r1_off/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r1_off/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r1_off/reconstruction.png"",""target.npy"":""cells/smooth_s1_r1_off/target.npy"",""target.png"":""cells/smooth_s1_r1_off/target.png""}",off,0,33554432,0.0,0,0,smooth_s1_r1_off,1.7881393432617188e-07,smooth,99,48,0.07627950608730316,2.384185791015625e-07,0.9419742822647095,144,14036992,33554432,27.110375732243032,95.61006661695563,1,1,41,15.843574057267265,ok,0.3305311200019787,51,1305088000
1.6167759895324707e-06,"{""config.json"":""cells/smooth_s1_r1_csr/config.json"",""curves.png"":""cells/smooth_s1_r1_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r1_csr/error.png"",""field.npz"":""cells/smooth_s1_r1_csr/field.npz"",""history.json"":""cells/smooth_s1_r1_csr/history.json"",""input_field.npz"":""cells/smooth_s1_r1_csr/input_field.npz"",""mask.npy"":""cells/smooth_s1_r1_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r1_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r1_csr/reconstruction.png"",""target.npy"":""cells/smooth_s1_r1_csr/target.npy"",""target.png"":""cells/smooth_s1_r1_csr/target.png""}",csr,0,33554432,0.008679471000505146,3273840,130900,smooth_s1_r1_csr,1.7881393432617188e-07,smooth,99,48,0.07627585530281067,2.384185791015625e-07,0.9419743418693542,144,16776192,33554432,27.110375716680345,95.6100669595688,1,1,41,15.843574057267265,ok,0.2992369059975317,51,1332281344
3.851950168609619e-06,"{""config.json"":""cells/smooth_s1_r1_scatter/config.json"",""curves.png"":""cells/smooth_s1_r1_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r1_scatter/error.png"",""field.npz"":""cells/smooth_s1_r1_scatter/field.npz"",""history.json"":""cells/smooth_s1_r1_scatter/history.json"",""input_field.npz"":""cells/smooth_s1_r1_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s1_r1_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r1_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r1_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s1_r1_scatter/target.npy"",""target.png"":""cells/smooth_s1_r1_scatter/target.png""}",scatter,0,33554432,0.004259506000380497,2618000,130900,smooth_s1_r1_scatter,1.1920928955078125e-07,smooth,99,48,0.07627788931131363,2.384185791015625e-07,0.9419741630554199,144,12239360,33554432,27.110375730355933,95.61006665850019,1,1,46,15.843574057267265,ok,0.2522923000033188,51,1328549888
5.513429641723633e-07,"{""config.json"":""cells/smooth_s1_r2_scatter/config.json"",""curves.png"":""cells/smooth_s1_r2_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r2_scatter/error.png"",""field.npz"":""cells/smooth_s1_r2_scatter/field.npz"",""history.json"":""cells/smooth_s1_r2_scatter/history.json"",""input_field.npz"":""cells/smooth_s1_r2_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s1_r2_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r2_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r2_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s1_r2_scatter/target.npy"",""target.png"":""cells/smooth_s1_r2_scatter/target.png""}",scatter,0,33554432,0.002464260000124341,2618000,130900,smooth_s1_r2_scatter,1.7881393432617188e-07,smooth,99,48,0.0762789249420166,2.384185791015625e-07,0.9419741630554199,144,12239360,33554432,27.110375745573666,95.61006632348136,2,1,43,15.843574057267265,ok,0.2436997650002013,51,1306476544
1.3209879398345947e-05,"{""config.json"":""cells/smooth_s1_r2_off/config.json"",""curves.png"":""cells/smooth_s1_r2_off/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r2_off/error.png"",""field.npz"":""cells/smooth_s1_r2_off/field.npz"",""history.json"":""cells/smooth_s1_r2_off/history.json"",""input_field.npz"":""cells/smooth_s1_r2_off/input_field.npz"",""mask.npy"":""cells/smooth_s1_r2_off/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r2_off/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r2_off/reconstruction.png"",""target.npy"":""cells/smooth_s1_r2_off/target.npy"",""target.png"":""cells/smooth_s1_r2_off/target.png""}",off,0,33554432,0.0,0,0,smooth_s1_r2_off,1.7881393432617188e-07,smooth,99,48,0.07628032565116882,2.384185791015625e-07,0.9419741630554199,144,14036992,33554432,27.110375703750957,95.61006724420957,2,1,39,15.843574057267265,ok,0.3753794369986281,51,1327415296
9.909272193908691e-07,"{""config.json"":""cells/smooth_s1_r2_csr/config.json"",""curves.png"":""cells/smooth_s1_r2_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r2_csr/error.png"",""field.npz"":""cells/smooth_s1_r2_csr/field.npz"",""history.json"":""cells/smooth_s1_r2_csr/history.json"",""input_field.npz"":""cells/smooth_s1_r2_csr/input_field.npz"",""mask.npy"":""cells/smooth_s1_r2_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r2_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r2_csr/reconstruction.png"",""target.npy"":""cells/smooth_s1_r2_csr/target.npy"",""target.png"":""cells/smooth_s1_r2_csr/target.png""}",csr,0,33554432,0.002809677000186639,3273840,130900,smooth_s1_r2_csr,1.1920928955078125e-07,smooth,99,48,0.07627618312835693,2.384185791015625e-07,0.9419742822647095,144,16776192,33554432,27.11037578691596,95.61006541332948,2,1,41,15.843574057267265,ok,0.15848312299931422,51,1330843648
1.583993434906006e-05,"{""config.json"":""cells/smooth_s1_r3_scatter/config.json"",""curves.png"":""cells/smooth_s1_r3_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r3_scatter/error.png"",""field.npz"":""cells/smooth_s1_r3_scatter/field.npz"",""history.json"":""cells/smooth_s1_r3_scatter/history.json"",""input_field.npz"":""cells/smooth_s1_r3_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s1_r3_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r3_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r3_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s1_r3_scatter/target.npy"",""target.png"":""cells/smooth_s1_r3_scatter/target.png""}",scatter,0,33554432,0.0018003620025410783,2618000,130900,smooth_s1_r3_scatter,1.7881393432617188e-07,smooth,99,48,0.07627928256988525,2.384185791015625e-07,0.9419741034507751,144,12239360,33554432,27.110375727745442,95.61006671597019,3,1,39,15.843574057267265,ok,0.15530286400098703,51,1302568960
1.2516975402832031e-06,"{""config.json"":""cells/smooth_s1_r3_csr/config.json"",""curves.png"":""cells/smooth_s1_r3_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r3_csr/error.png"",""field.npz"":""cells/smooth_s1_r3_csr/field.npz"",""history.json"":""cells/smooth_s1_r3_csr/history.json"",""input_field.npz"":""cells/smooth_s1_r3_csr/input_field.npz"",""mask.npy"":""cells/smooth_s1_r3_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r3_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r3_csr/reconstruction.png"",""target.npy"":""cells/smooth_s1_r3_csr/target.npy"",""target.png"":""cells/smooth_s1_r3_csr/target.png""}",csr,0,33554432,0.002935584998340346,3273840,130900,smooth_s1_r3_csr,1.1920928955078125e-07,smooth,99,48,0.07628051191568375,2.384185791015625e-07,0.9419742226600647,144,16776192,33554432,27.110375735158804,95.61006655276495,3,1,40,15.843574057267265,ok,0.15448340800139704,51,1305468928
7.5623393058776855e-06,"{""config.json"":""cells/smooth_s1_r3_off/config.json"",""curves.png"":""cells/smooth_s1_r3_off/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r3_off/error.png"",""field.npz"":""cells/smooth_s1_r3_off/field.npz"",""history.json"":""cells/smooth_s1_r3_off/history.json"",""input_field.npz"":""cells/smooth_s1_r3_off/input_field.npz"",""mask.npy"":""cells/smooth_s1_r3_off/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r3_off/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r3_off/reconstruction.png"",""target.npy"":""cells/smooth_s1_r3_off/target.npy"",""target.png"":""cells/smooth_s1_r3_off/target.png""}",off,0,33554432,0.0,0,0,smooth_s1_r3_off,1.7881393432617188e-07,smooth,99,48,0.0762823224067688,2.384185791015625e-07,0.9419742226600647,144,14036992,33554432,27.110375790773674,95.61006532840175,3,1,40,15.843574057267265,ok,0.6654726150009083,51,1305620480
1.952052116394043e-06,"{""config.json"":""cells/smooth_s1_r4_csr/config.json"",""curves.png"":""cells/smooth_s1_r4_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r4_csr/error.png"",""field.npz"":""cells/smooth_s1_r4_csr/field.npz"",""history.json"":""cells/smooth_s1_r4_csr/history.json"",""input_field.npz"":""cells/smooth_s1_r4_csr/input_field.npz"",""mask.npy"":""cells/smooth_s1_r4_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r4_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r4_csr/reconstruction.png"",""target.npy"":""cells/smooth_s1_r4_csr/target.npy"",""target.png"":""cells/smooth_s1_r4_csr/target.png""}",csr,0,33554432,0.0026903720026894007,3273840,130900,smooth_s1_r4_csr,1.1920928955078125e-07,smooth,99,48,0.07627714425325394,2.384185791015625e-07,0.9419741034507751,144,16776192,33554432,27.110375762194575,95.61006595757152,4,1,40,15.843574057267265,ok,0.13898008199976175,51,1305866240
8.106231689453125e-06,"{""config.json"":""cells/smooth_s1_r4_off/config.json"",""curves.png"":""cells/smooth_s1_r4_off/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r4_off/error.png"",""field.npz"":""cells/smooth_s1_r4_off/field.npz"",""history.json"":""cells/smooth_s1_r4_off/history.json"",""input_field.npz"":""cells/smooth_s1_r4_off/input_field.npz"",""mask.npy"":""cells/smooth_s1_r4_off/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r4_off/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r4_off/reconstruction.png"",""target.npy"":""cells/smooth_s1_r4_off/target.npy"",""target.png"":""cells/smooth_s1_r4_off/target.png""}",off,0,33554432,0.0,0,0,smooth_s1_r4_off,1.1920928955078125e-07,smooth,99,48,0.07628524303436279,2.384185791015625e-07,0.9419741630554199,144,14036992,33554432,27.110375762976556,95.61006594035624,4,1,47,15.843574057267265,ok,0.2983305429988832,51,1306177536
7.465481758117676e-06,"{""config.json"":""cells/smooth_s1_r4_scatter/config.json"",""curves.png"":""cells/smooth_s1_r4_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r4_scatter/error.png"",""field.npz"":""cells/smooth_s1_r4_scatter/field.npz"",""history.json"":""cells/smooth_s1_r4_scatter/history.json"",""input_field.npz"":""cells/smooth_s1_r4_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s1_r4_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r4_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r4_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s1_r4_scatter/target.npy"",""target.png"":""cells/smooth_s1_r4_scatter/target.png""}",scatter,0,33554432,0.0015098939984454773,2618000,130900,smooth_s1_r4_scatter,1.7881393432617188e-07,smooth,99,48,0.07628293335437775,2.384185791015625e-07,0.9419742822647095,144,12239360,33554432,27.110375708451627,95.61006714072421,4,1,46,15.843574057267265,ok,0.1571354389998305,51,1316691968
8.642673492431641e-07,"{""config.json"":""cells/smooth_s1_r5_csr/config.json"",""curves.png"":""cells/smooth_s1_r5_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r5_csr/error.png"",""field.npz"":""cells/smooth_s1_r5_csr/field.npz"",""history.json"":""cells/smooth_s1_r5_csr/history.json"",""input_field.npz"":""cells/smooth_s1_r5_csr/input_field.npz"",""mask.npy"":""cells/smooth_s1_r5_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r5_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r5_csr/reconstruction.png"",""target.npy"":""cells/smooth_s1_r5_csr/target.npy"",""target.png"":""cells/smooth_s1_r5_csr/target.png""}",csr,0,33554432,0.0027647370006889105,3273840,130900,smooth_s1_r5_csr,1.1920928955078125e-07,smooth,99,48,0.07627865672111511,2.384185791015625e-07,0.9419742822647095,144,16776192,33554432,27.110375729613466,95.61006667484571,5,1,42,15.843574057267265,ok,0.13909613999931025,51,1303982080
3.777444362640381e-06,"{""config.json"":""cells/smooth_s1_r5_scatter/config.json"",""curves.png"":""cells/smooth_s1_r5_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r5_scatter/error.png"",""field.npz"":""cells/smooth_s1_r5_scatter/field.npz"",""history.json"":""cells/smooth_s1_r5_scatter/history.json"",""input_field.npz"":""cells/smooth_s1_r5_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s1_r5_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r5_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r5_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s1_r5_scatter/target.npy"",""target.png"":""cells/smooth_s1_r5_scatter/target.png""}",scatter,0,33554432,0.0014216760027920827,2618000,130900,smooth_s1_r5_scatter,1.7881393432617188e-07,smooth,99,48,0.07627999037504196,2.384185791015625e-07,0.9419743418693542,144,12239360,33554432,27.110375715132054,95.61006699365439,5,1,42,15.843574057267265,ok,0.13587715299945557,51,1303556096
8.970499038696289e-06,"{""config.json"":""cells/smooth_s1_r5_off/config.json"",""curves.png"":""cells/smooth_s1_r5_off/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s1_r5_off/error.png"",""field.npz"":""cells/smooth_s1_r5_off/field.npz"",""history.json"":""cells/smooth_s1_r5_off/history.json"",""input_field.npz"":""cells/smooth_s1_r5_off/input_field.npz"",""mask.npy"":""cells/smooth_s1_r5_off/mask.npy"",""reconstruction.npy"":""cells/smooth_s1_r5_off/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s1_r5_off/reconstruction.png"",""target.npy"":""cells/smooth_s1_r5_off/target.npy"",""target.png"":""cells/smooth_s1_r5_off/target.png""}",off,0,33554432,0.0,0,0,smooth_s1_r5_off,1.1920928955078125e-07,smooth,99,48,0.0762794241309166,2.384185791015625e-07,0.9419741034507751,144,14036992,33554432,27.110375727341868,95.61006672485499,5,1,40,15.843574057267265,ok,0.2840807850006968,51,1307688960
1.959502696990967e-06,"{""config.json"":""cells/smooth_s2_r0_off/config.json"",""curves.png"":""cells/smooth_s2_r0_off/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r0_off/error.png"",""field.npz"":""cells/smooth_s2_r0_off/field.npz"",""history.json"":""cells/smooth_s2_r0_off/history.json"",""input_field.npz"":""cells/smooth_s2_r0_off/input_field.npz"",""mask.npy"":""cells/smooth_s2_r0_off/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r0_off/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r0_off/reconstruction.png"",""target.npy"":""cells/smooth_s2_r0_off/target.npy"",""target.png"":""cells/smooth_s2_r0_off/target.png""}",off,0,33554432,0.0,0,0,smooth_s2_r0_off,1.1920928955078125e-07,smooth,99,48,0.07572350651025772,2.384185791015625e-07,0.9410038590431213,144,14036992,33554432,27.22340973141393,93.15372390007741,0,2,38,15.077228676207657,ok,0.3108359149991884,51,1331560448
7.0035457611083984e-06,"{""config.json"":""cells/smooth_s2_r0_scatter/config.json"",""curves.png"":""cells/smooth_s2_r0_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r0_scatter/error.png"",""field.npz"":""cells/smooth_s2_r0_scatter/field.npz"",""history.json"":""cells/smooth_s2_r0_scatter/history.json"",""input_field.npz"":""cells/smooth_s2_r0_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s2_r0_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r0_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r0_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s2_r0_scatter/target.npy"",""target.png"":""cells/smooth_s2_r0_scatter/target.png""}",scatter,0,33554432,0.001484660999267362,2616520,130826,smooth_s2_r0_scatter,1.1920928955078125e-07,smooth,99,48,0.07573125511407852,2.384185791015625e-07,0.9410039782524109,144,12239360,33554432,27.223409776143363,93.15372294065635,0,2,42,15.077228676207657,ok,0.1604051559988875,51,1307840512
7.197260856628418e-06,"{""config.json"":""cells/smooth_s2_r0_csr/config.json"",""curves.png"":""cells/smooth_s2_r0_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r0_csr/error.png"",""field.npz"":""cells/smooth_s2_r0_csr/field.npz"",""history.json"":""cells/smooth_s2_r0_csr/history.json"",""input_field.npz"":""cells/smooth_s2_r0_csr/input_field.npz"",""mask.npy"":""cells/smooth_s2_r0_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r0_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r0_csr/reconstruction.png"",""target.npy"":""cells/smooth_s2_r0_csr/target.npy"",""target.png"":""cells/smooth_s2_r0_csr/target.png""}",csr,0,33554432,0.0027847210003528744,3272064,130826,smooth_s2_r0_csr,1.7881393432617188e-07,smooth,99,48,0.07573114335536957,2.384185791015625e-07,0.9410039186477661,144,16769536,33554432,27.22340974612106,93.15372358461781,0,2,39,15.077228676207657,ok,0.1588404209978762,51,1363562496
5.714595317840576e-06,"{""config.json"":""cells/smooth_s2_r1_off/config.json"",""curves.png"":""cells/smooth_s2_r1_off/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r1_off/error.png"",""field.npz"":""cells/smooth_s2_r1_off/field.npz"",""history.json"":""cells/smooth_s2_r1_off/history.json"",""input_field.npz"":""cells/smooth_s2_r1_off/input_field.npz"",""mask.npy"":""cells/smooth_s2_r1_off/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r1_off/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r1_off/reconstruction.png"",""target.npy"":""cells/smooth_s2_r1_off/target.npy"",""target.png"":""cells/smooth_s2_r1_off/target.png""}",off,0,33554432,0.0,0,0,smooth_s2_r1_off,1.7881393432617188e-07,smooth,99,48,0.07573433965444565,2.384185791015625e-07,0.9410040378570557,144,14036992,33554432,27.22340976173557,93.15372324969536,1,2,41,15.077228676207657,ok,0.31991293799728737,51,1342869504
8.553266525268555e-06,"{""config.json"":""cells/smooth_s2_r1_csr/config.json"",""curves.png"":""cells/smooth_s2_r1_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r1_csr/error.png"",""field.npz"":""cells/smooth_s2_r1_csr/field.npz"",""history.json"":""cells/smooth_s2_r1_csr/history.json"",""input_field.npz"":""cells/smooth_s2_r1_csr/input_field.npz"",""mask.npy"":""cells/smooth_s2_r1_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r1_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r1_csr/reconstruction.png"",""target.npy"":""cells/smooth_s2_r1_csr/target.npy"",""target.png"":""cells/smooth_s2_r1_csr/target.png""}",csr,0,33554432,0.002734208999754628,3272064,130826,smooth_s2_r1_csr,1.7881393432617188e-07,smooth,99,48,0.07573247700929642,2.384185791015625e-07,0.9410039782524109,144,16769536,33554432,27.223409729027832,93.15372395125794,1,2,41,15.077228676207657,ok,0.14967506500033778,51,1323069440
3.9711594581604e-06,"{""config.json"":""cells/smooth_s2_r1_scatter/config.json"",""curves.png"":""cells/smooth_s2_r1_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r1_scatter/error.png"",""field.npz"":""cells/smooth_s2_r1_scatter/field.npz"",""history.json"":""cells/smooth_s2_r1_scatter/history.json"",""input_field.npz"":""cells/smooth_s2_r1_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s2_r1_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r1_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r1_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s2_r1_scatter/target.npy"",""target.png"":""cells/smooth_s2_r1_scatter/target.png""}",scatter,0,33554432,0.0013747609991696663,2616520,130826,smooth_s2_r1_scatter,1.1920928955078125e-07,smooth,99,48,0.07573002576828003,2.384185791015625e-07,0.9410039782524109,144,12239360,33554432,27.22340974065128,93.15372370194152,1,2,42,15.077228676207657,ok,0.13829232400166802,51,1305579520
3.077089786529541e-06,"{""config.json"":""cells/smooth_s2_r2_scatter/config.json"",""curves.png"":""cells/smooth_s2_r2_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r2_scatter/error.png"",""field.npz"":""cells/smooth_s2_r2_scatter/field.npz"",""history.json"":""cells/smooth_s2_r2_scatter/history.json"",""input_field.npz"":""cells/smooth_s2_r2_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s2_r2_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r2_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r2_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s2_r2_scatter/target.npy"",""target.png"":""cells/smooth_s2_r2_scatter/target.png""}",scatter,0,33554432,0.0014363739974214695,2616520,130826,smooth_s2_r2_scatter,1.7881393432617188e-07,smooth,99,48,0.0757235735654831,2.384185791015625e-07,0.9410040974617004,144,12239360,33554432,27.223409727059433,93.15372399347896,2,2,44,15.077228676207657,ok,0.1348883040009241,51,1342611456
3.4570693969726562e-06,"{""config.json"":""cells/smooth_s2_r2_off/config.json"",""curves.png"":""cells/smooth_s2_r2_off/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r2_off/error.png"",""field.npz"":""cells/smooth_s2_r2_off/field.npz"",""history.json"":""cells/smooth_s2_r2_off/history.json"",""input_field.npz"":""cells/smooth_s2_r2_off/input_field.npz"",""mask.npy"":""cells/smooth_s2_r2_off/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r2_off/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r2_off/reconstruction.png"",""target.npy"":""cells/smooth_s2_r2_off/target.npy"",""target.png"":""cells/smooth_s2_r2_off/target.png""}",off,0,33554432,0.0,0,0,smooth_s2_r2_off,1.7881393432617188e-07,smooth,99,48,0.07573044300079346,2.384185791015625e-07,0.9410037994384766,144,14036992,33554432,27.22340974265611,93.15372365893909,2,2,39,15.077228676207657,ok,0.30136647400286165,51,1333112832
7.681548595428467e-06,"{""config.json"":""cells/smooth_s2_r2_csr/config.json"",""curves.png"":""cells/smooth_s2_r2_csr/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r2_csr/error.png"",""field.npz"":""cells/smooth_s2_r2_csr/field.npz"",""history.json"":""cells/smooth_s2_r2_csr/history.json"",""input_field.npz"":""cells/smooth_s2_r2_csr/input_field.npz"",""mask.npy"":""cells/smooth_s2_r2_csr/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r2_csr/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r2_csr/reconstruction.png"",""target.npy"":""cells/smooth_s2_r2_csr/target.npy"",""target.png"":""cells/smooth_s2_r2_csr/target.png""}",csr,0,33554432,0.002732758002821356,3272064,130826,smooth_s2_r2_csr,1.7881393432617188e-07,smooth,99,48,0.07572698593139648,2.384185791015625e-07,0.9410039186477661,144,16769536,33554432,27.223409714653748,93.15372425957398,2,2,39,15.077228676207657,ok,0.14057453400164377,51,1335209984
8.568167686462402e-07,"{""config.json"":""cells/smooth_s2_r3_scatter/config.json"",""curves.png"":""cells/smooth_s2_r3_scatter/curves.png"",""decision"":""decision.json"",""error.png"":""cells/smooth_s2_r3_scatter/error.png"",""field.npz"":""cells/smooth_s2_r3_scatter/field.npz"",""history.json"":""cells/smooth_s2_r3_scatter/history.json"",""input_field.npz"":""cells/smooth_s2_r3_scatter/input_field.npz"",""mask.npy"":""cells/smooth_s2_r3_scatter/mask.npy"",""reconstruction.npy"":""cells/smooth_s2_r3_scatter/reconstruction.npy"",""reconstruction.png"":""cells/smooth_s2_r3_scatter/reconstruction.png"",""target.npy"":""cells/smooth_s2_r3_scatter/target.npy"",""target.png"":""cells/smooth_s2_r3_scatter/target.png""}",scatter,0,33554432,0.001381063000735594,2616520,130826,smooth_s2_r3_scatter,1.7881393432617188e-07,smooth,99,48,0.07572823762893677,2.384185791015625e-07,0.9410038590431213,144,12239360,33554432,27.22340970121397,93.15372454784963,3,2,39,15.077228676207657,ok,0.13175423700158717,51,1349877760
