native_method,baseline_method,pairs,images,relation_metrics,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci,timing_protocol_comparable,strict_implementation_dominance_tested
image_gs_native,structsplat_best_default,4,4,"['psnr', 'ms_ssim']",-0.38402557373046875,-2.3697924613952637,1.1996936798095703,4,4,0.01607958972454071,0.0007403790950775146,0.031418800354003906,4,4,-0.044304859824478626,-0.0651908852159977,-0.02434972394257784,4,4,-0.5929214759010337,-1.7870939860603396,0.5844637824793226,4,4,0.9544503920733405,-0.5534008828471997,2.4623016669938806,4,4,0.9653429864156351,-0.5430769243394025,2.4737628971706727,4,4,tradeoff,tradeoff,False,False
