native_method,baseline_method,pairs,images,relation_metrics,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci,timing_protocol_comparable,strict_implementation_dominance_tested
image_gs_native,structsplat_best_default,8,4,"['psnr', 'ms_ssim']",-3.601058006286621,-4.305858612060547,-2.7527081966400146,8,4,-0.018788650631904602,-0.029373973608016968,-0.008222386240959167,8,4,-0.18422213755548,-0.26579377241432667,-0.1135386060923338,8,4,-2.690866749117036,-3.2317140708227683,-1.949350691665869,8,4,0.04866455008232151,-0.002042924468696583,0.08894749094906729,8,4,0.050460931366615114,-0.00868185250510578,0.09712976331138634,8,4,structsplat_dominates,structsplat_dominates,False,False
