method,method_label,track,pairs,paired_images,budget_matched,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,sample_relation,supported_relation_95ci
structsplat_best_gcr015,SS best + GCR 0.015,best-geometry-loss,4,4,True,0.1997976303100586,-0.11093330383300781,0.510528564453125,4,0.010159701108932495,-0.002565726637840271,0.02496705949306488,4,0.17559430406760157,0.013963900223187053,0.3024539005923401,4,-2.189179480075836,-3.344991683959961,-0.5917612314224243,4,-1.965536892414093,-3.018186330795288,-0.4495890736579895,4,0.015330538153648376,0.0004990249872207642,0.03016205132007599,4,4,tradeoff,tradeoff
structsplat_best_gcr015_e2,SS best + GCR 0.015 every2,best-geometry-loss,4,4,True,0.026157379150390625,-0.363922119140625,0.4739246368408203,4,0.00020062923431396484,-0.015412166714668274,0.01597653329372406,4,-0.02386240214805202,-0.2756393614254282,0.38087187169630443,4,1.9387950897216797,1.6298894882202148,2.2477006912231445,4,2.4850112199783325,2.1266642808914185,2.8433581590652466,4,0.005076028406620026,-0.009025424718856812,0.013448275625705719,4,4,tradeoff,tradeoff
