budget,image,seed,left,right,delta_psnr,delta_ms_ssim,left_psnr,right_psnr,left_ms_ssim,right_ms_ssim
2000,kodim06,0,quadtree_hybrid,aniso_onedge,-0.10210000000000008,-0.0009399999999999409,25.1055,25.2076,0.87848,0.87942
2000,kodim04,0,quadtree_hybrid,aniso_onedge,-0.08699999999999974,-0.0020700000000000163,30.1762,30.2632,0.93364,0.93571
2000,kodim13,0,quadtree_hybrid,aniso_onedge,-0.06899999999999906,-0.0015100000000000113,20.3838,20.4528,0.8004,0.80191
2000,kodim11,0,quadtree_hybrid,aniso_onedge,-0.06579999999999941,-0.0010299999999999754,26.7835,26.8493,0.91338,0.91441
2000,kodim05,1,quadtree_hybrid,aniso_onedge,-0.05030000000000001,0.0009399999999999409,21.3916,21.4419,0.84963,0.84869
2000,kodim09,0,quadtree_hybrid,aniso_onedge,-0.005099999999998772,0.00037999999999993594,30.5285,30.5336,0.96329,0.96291
2000,COCO_train2014_000000000034,0,quadtree_hybrid,aniso_onedge,0.011600000000001387,0.00503000000000009,17.5712,17.5596,0.76553,0.7605
2000,kodim14,0,quadtree_hybrid,aniso_onedge,0.014900000000000801,0.0031400000000000317,24.7266,24.7117,0.8919,0.88876
2000,kodim06,1,quadtree_hybrid,aniso_onedge,0.045700000000000074,-0.0010799999999999699,25.0799,25.0342,0.87687,0.87795
2000,kodim23,1,quadtree_hybrid,aniso_onedge,0.11430000000000007,0.0008600000000000829,33.9429,33.8286,0.97472,0.97386
2000,kodim21,1,quadtree_hybrid,aniso_onedge,0.12069999999999936,-0.0014600000000000168,24.7777,24.657,0.92597,0.92743
2000,kodim04,1,quadtree_hybrid,aniso_onedge,0.17689999999999984,0.0010000000000000009,29.9498,29.7729,0.93352,0.93252
2000,kodim24,0,quadtree_hybrid,aniso_onedge,0.1852000000000018,0.005329999999999946,22.234,22.0488,0.86334,0.85801
2000,COCO_train2014_000000000030,0,quadtree_hybrid,aniso_onedge,0.2505999999999986,0.0014299999999999313,30.8421,30.5915,0.98154,0.98011
2000,kodim12,0,quadtree_hybrid,aniso_onedge,0.35930000000000106,-0.0011599999999999389,29.5959,29.2366,0.93215,0.93331
2000,kodim10,0,quadtree_hybrid,aniso_onedge,0.5637000000000008,-0.0009500000000000064,31.2509,30.6872,0.96614,0.96709
2000,kodim05,0,quadtree_hybrid,aniso_onedge,0.5925999999999974,0.018510000000000026,21.5233,20.9307,0.85638,0.83787
2000,kodim07,1,quadtree_hybrid,aniso_onedge,0.9379999999999988,0.007709999999999995,26.6099,25.6719,0.94898,0.94127
2000,kodim03,1,quadtree_hybrid,aniso_onedge,1.7382000000000026,0.0047399999999999665,31.7067,29.9685,0.96204,0.9573
2000,kodim12,1,quadtree_hybrid,aniso_onedge,2.023199999999999,0.007500000000000062,30.8613,28.8381,0.93969,0.93219
2000,kodim07,0,quadtree_wse,aniso_onedge,-1.8179999999999978,-0.011639999999999984,25.2234,27.0414,0.93785,0.94949
2000,kodim20,1,quadtree_wse,aniso_onedge,-0.7696000000000005,-0.007379999999999942,28.7009,29.4705,0.9474,0.95478
2000,kodim15,0,quadtree_wse,aniso_onedge,-0.6725999999999992,-0.0048199999999999354,29.5309,30.2035,0.94623,0.95105
2000,kodim08,1,quadtree_wse,aniso_onedge,-0.6160999999999994,-0.012599999999999945,20.254,20.8701,0.87273,0.88533
2000,kodim22,1,quadtree_wse,aniso_onedge,-0.5153999999999996,-0.007410000000000028,26.989,27.5044,0.8955,0.90291
2000,kodim24,0,quadtree_wse,aniso_onedge,-0.48160000000000025,-0.008340000000000014,21.5672,22.0488,0.84967,0.85801
2000,kodim05,1,quadtree_wse,aniso_onedge,-0.4781000000000013,-0.015570000000000084,20.9638,21.4419,0.83312,0.84869
2000,kodim04,0,quadtree_wse,aniso_onedge,-0.4241000000000028,-0.0034399999999999986,29.8391,30.2632,0.93227,0.93571
2000,kodim16,1,quadtree_wse,aniso_onedge,-0.4236000000000004,-0.003209999999999935,28.7672,29.1908,0.92149,0.9247
2000,kodim11,1,quadtree_wse,aniso_onedge,-0.41199999999999903,-0.005860000000000087,26.6825,27.0945,0.9126,0.91846
2000,kodim13,1,quadtree_wse,aniso_onedge,-0.3349000000000011,-0.0051800000000000734,20.1404,20.4753,0.79743,0.80261
2000,kodim02,0,quadtree_wse,aniso_onedge,-0.3157999999999994,-0.0015300000000000313,31.0506,31.3664,0.93491,0.93644
2000,kodim15,1,quadtree_wse,aniso_onedge,-0.2744,-0.0033799999999999386,30.0757,30.3501,0.94893,0.95231
2000,kodim21,0,quadtree_wse,aniso_onedge,-0.27160000000000295,-0.0032999999999999696,24.7109,24.9825,0.92399,0.92729
2000,kodim13,0,quadtree_wse,aniso_onedge,-0.2510000000000012,-0.003730000000000011,20.2018,20.4528,0.79818,0.80191
2000,kodim01,1,quadtree_wse,aniso_onedge,-0.24490000000000123,-0.0021900000000000253,23.1453,23.3902,0.86768,0.86987
2000,kodim18,1,quadtree_wse,aniso_onedge,-0.2179000000000002,-0.010729999999999906,24.1674,24.3853,0.86728,0.87801
2000,kodim06,1,quadtree_wse,aniso_onedge,-0.19109999999999872,-0.0003300000000000525,24.8431,25.0342,0.87762,0.87795
2000,kodim09,1,quadtree_wse,aniso_onedge,-0.17830000000000013,-0.0015000000000000568,30.8306,31.0089,0.96298,0.96448
2000,kodim19,1,quadtree_wse,aniso_onedge,-0.17330000000000112,-0.0023800000000000487,27.2562,27.4295,0.91504,0.91742
2000,kodim19,0,quadtree_wse,aniso_onedge,-0.15879999999999939,-0.0007700000000000484,27.417,27.5758,0.91635,0.91712
2000,kodim18,0,quadtree_wse,aniso_onedge,-0.15499999999999758,-0.00992000000000004,24.1197,24.2747,0.8653,0.87522
2000,kodim22,0,quadtree_wse,aniso_onedge,-0.08919999999999817,-0.006209999999999938,27.5273,27.6165,0.89788,0.90409
2000,COCO_train2014_000000000009,0,quadtree_wse,aniso_onedge,-0.08339999999999748,-0.0020200000000000218,24.8822,24.9656,0.94238,0.9444
2000,kodim17,0,quadtree_wse,aniso_onedge,-0.06559999999999988,-0.0005800000000000249,29.6102,29.6758,0.95393,0.95451
2000,kodim01,0,quadtree_wse,aniso_onedge,-0.06500000000000128,0.00010999999999994348,23.4592,23.5242,0.87086,0.87075
2000,COCO_train2014_000000000025,0,quadtree_wse,aniso_onedge,-0.05969999999999942,-0.0016000000000000458,19.4389,19.4986,0.82777,0.82937
2000,COCO_train2014_000000000009,1,quadtree_wse,aniso_onedge,-0.04989999999999739,-0.0016299999999999093,24.946,24.9959,0.94315,0.94478
2000,kodim11,0,quadtree_wse,aniso_onedge,-0.023799999999997823,-0.0034799999999999276,26.8255,26.8493,0.91093,0.91441
2000,COCO_train2014_000000000025,1,quadtree_wse,aniso_onedge,-0.019599999999996953,-0.0015499999999999403,19.6168,19.6364,0.83438,0.83593
2000,kodim08,0,quadtree_wse,aniso_onedge,-0.011199999999998766,0.00030999999999992145,20.3885,20.3997,0.87542,0.87511
2000,COCO_train2014_000000000034,1,quadtree_wse,aniso_onedge,-0.008399999999998187,-0.004430000000000045,17.5543,17.5627,0.75334,0.75777
2000,kodim23,0,quadtree_wse,aniso_onedge,0.0625,8.000000000008001e-05,34.0556,33.9931,0.97489,0.97481
2000,kodim17,1,quadtree_wse,aniso_onedge,0.06540000000000035,-0.00031000000000003247,29.6212,29.5558,0.95411,0.95442
2000,kodim10,1,quadtree_wse,aniso_onedge,0.0683000000000007,0.0005699999999999594,31.8073,31.739,0.96865,0.96808
2000,COCO_train2014_000000000034,0,quadtree_wse,aniso_onedge,0.07600000000000051,0.0017500000000000293,17.6356,17.5596,0.76225,0.7605
2000,kodim16,0,quadtree_wse,aniso_onedge,0.12590000000000146,0.000140000000000029,29.1617,29.0358,0.92289,0.92275
2000,kodim14,1,quadtree_wse,aniso_onedge,0.14559999999999818,-0.002610000000000001,24.554,24.4084,0.88408,0.88669
2000,kodim06,0,quadtree_wse,aniso_onedge,0.15760000000000218,0.0014000000000000679,25.3652,25.2076,0.88082,0.87942
2000,kodim20,0,quadtree_wse,aniso_onedge,0.1631999999999998,0.0018399999999999528,29.4658,29.3026,0.95361,0.95177
2000,kodim07,1,quadtree_wse,aniso_onedge,0.17629999999999768,0.0014299999999999313,25.8482,25.6719,0.9427,0.94127
2000,kodim02,1,quadtree_wse,aniso_onedge,0.17820000000000036,0.003049999999999997,31.3016,31.1234,0.93681,0.93376
2000,kodim14,0,quadtree_wse,aniso_onedge,0.22090000000000032,2.999999999997449e-05,24.9326,24.7117,0.88879,0.88876
2000,kodim21,1,quadtree_wse,aniso_onedge,0.24070000000000036,0.0002300000000000635,24.8977,24.657,0.92766,0.92743
2000,kodim03,0,quadtree_wse,aniso_onedge,0.2657999999999987,0.0024100000000000232,31.9668,31.701,0.96474,0.96233
2000,kodim09,0,quadtree_wse,aniso_onedge,0.28770000000000095,-0.0010900000000000354,30.8213,30.5336,0.96182,0.96291
2000,COCO_train2014_000000000030,1,quadtree_wse,aniso_onedge,0.3144999999999989,0.0007399999999999629,31.2749,30.9604,0.98232,0.98158
2000,kodim04,1,quadtree_wse,aniso_onedge,0.3185000000000002,-0.0006800000000000139,30.0914,29.7729,0.93184,0.93252
2000,kodim23,1,quadtree_wse,aniso_onedge,0.495199999999997,0.000300000000000078,34.3238,33.8286,0.97416,0.97386
2000,kodim05,0,quadtree_wse,aniso_onedge,0.5058999999999969,0.003730000000000011,21.4366,20.9307,0.8416,0.83787
2000,kodim10,0,quadtree_wse,aniso_onedge,0.5691999999999986,-0.0007599999999999829,31.2564,30.6872,0.96633,0.96709
2000,kodim24,1,quadtree_wse,aniso_onedge,0.5766000000000027,0.012519999999999976,22.6274,22.0508,0.86975,0.85723
2000,kodim12,1,quadtree_wse,aniso_onedge,0.6259999999999977,-0.0048399999999999554,29.4641,28.8381,0.92735,0.93219
2000,COCO_train2014_000000000030,0,quadtree_wse,aniso_onedge,0.7002999999999986,0.0017699999999999383,31.2918,30.5915,0.98188,0.98011
2000,kodim12,0,quadtree_wse,aniso_onedge,1.441600000000001,0.003070000000000017,30.6782,29.2366,0.93638,0.93331
2000,kodim03,1,quadtree_wse,aniso_onedge,2.0960000000000036,0.005599999999999938,32.0645,29.9685,0.9629,0.9573
5000,kodim07,1,quadtree_wse,aniso_onedge,-1.6031000000000013,-0.004229999999999956,31.8963,33.4994,0.98275,0.98698
5000,kodim19,1,quadtree_wse,aniso_onedge,-0.5958000000000006,-0.00026999999999999247,29.5871,30.1829,0.95106,0.95133
5000,kodim10,0,quadtree_wse,aniso_onedge,-0.19300000000000495,-0.0005399999999999849,35.4295,35.6225,0.98612,0.98666
5000,kodim22,0,quadtree_wse,aniso_onedge,-0.1720999999999968,-0.0018000000000000238,29.8012,29.9733,0.94707,0.94887
5000,kodim13,1,quadtree_wse,aniso_onedge,-0.15429999999999922,0.0006399999999999739,22.2767,22.431,0.87881,0.87817
5000,kodim24,1,quadtree_wse,aniso_onedge,-0.13129999999999953,-0.0020799999999999708,25.5564,25.6877,0.93693,0.93901
5000,kodim05,0,quadtree_wse,aniso_onedge,-0.1208999999999989,-0.006289999999999907,25.407,25.5279,0.93744,0.94373
5000,kodim05,1,quadtree_wse,aniso_onedge,-0.09019999999999939,-0.00029000000000001247,25.6327,25.7229,0.94174,0.94203
5000,kodim16,1,quadtree_wse,aniso_onedge,-0.07890000000000086,-0.00019999999999997797,31.8325,31.9114,0.96125,0.96145
5000,COCO_train2014_000000000025,0,quadtree_wse,aniso_onedge,-0.07259999999999778,-0.000520000000000076,21.4417,21.5143,0.90387,0.90439
5000,kodim18,1,quadtree_wse,aniso_onedge,-0.07010000000000005,-0.0007100000000000994,26.8365,26.9066,0.93956,0.94027
5000,kodim01,1,quadtree_wse,aniso_onedge,-0.06679999999999708,1.0000000000065512e-05,25.4644,25.5312,0.92769,0.92768
5000,COCO_train2014_000000000009,0,quadtree_wse,aniso_onedge,-0.06620000000000203,-0.0003500000000000725,27.7381,27.8043,0.97437,0.97472
5000,kodim08,0,quadtree_wse,aniso_onedge,-0.06569999999999965,-0.0022999999999999687,24.5176,24.5833,0.9401,0.9424
5000,kodim18,0,quadtree_wse,aniso_onedge,-0.06550000000000011,-0.0015100000000000113,26.8511,26.9166,0.93979,0.9413
5000,COCO_train2014_000000000025,1,quadtree_wse,aniso_onedge,-0.05279999999999774,-1.0000000000065512e-05,21.4779,21.5307,0.90438,0.90439
5000,kodim11,1,quadtree_wse,aniso_onedge,-0.03500000000000014,-0.0015300000000000313,30.0161,30.0511,0.95221,0.95374
5000,kodim17,0,quadtree_wse,aniso_onedge,-0.032200000000003115,-0.00012999999999996348,33.1598,33.192,0.97973,0.97986
5000,kodim14,0,quadtree_wse,aniso_onedge,-0.027699999999999392,-0.0009700000000000264,28.1435,28.1712,0.9464,0.94737
5000,kodim11,0,quadtree_wse,aniso_onedge,-0.011699999999997601,-0.0011200000000000099,30.0742,30.0859,0.95256,0.95368
5000,kodim04,1,quadtree_wse,aniso_onedge,-0.009799999999998477,0.00043999999999999595,32.5685,32.5783,0.96461,0.96417
5000,kodim14,1,quadtree_wse,aniso_onedge,-0.00269999999999726,-0.0010100000000000664,28.1748,28.1775,0.94695,0.94796
5000,kodim12,0,quadtree_wse,aniso_onedge,0.00829999999999842,-0.00017999999999995797,33.854,33.8457,0.96618,0.96636
5000,kodim21,0,quadtree_wse,aniso_onedge,0.00829999999999842,9.00000000000345e-05,28.7779,28.7696,0.96947,0.96938
5000,kodim04,0,quadtree_wse,aniso_onedge,0.008600000000001273,-0.00034999999999996145,32.5389,32.5303,0.96431,0.96466
5000,kodim17,1,quadtree_wse,aniso_onedge,0.019400000000004525,-0.0001100000000000545,33.2642,33.2448,0.97988,0.97999
5000,COCO_train2014_000000000034,0,quadtree_wse,aniso_onedge,0.0259999999999998,-0.0033999999999999586,18.6977,18.6717,0.8385,0.8419
5000,kodim06,1,quadtree_wse,aniso_onedge,0.028700000000000614,-0.0006500000000000394,28.1048,28.0761,0.93689,0.93754
5000,kodim22,1,quadtree_wse,aniso_onedge,0.041600000000002524,4.0000000000040004e-05,29.8807,29.8391,0.94832,0.94828
5000,kodim13,0,quadtree_wse,aniso_onedge,0.044599999999999085,-0.0036800000000000166,22.357,22.3124,0.87853,0.88221
5000,kodim03,0,quadtree_wse,aniso_onedge,0.05559999999999832,0.00047999999999992493,34.9777,34.9221,0.98071,0.98023
5000,kodim15,0,quadtree_wse,aniso_onedge,0.06009999999999849,9.00000000000345e-05,32.6077,32.5476,0.97195,0.97186
5000,kodim09,0,quadtree_wse,aniso_onedge,0.07780000000000342,0.00024000000000001798,34.4821,34.4043,0.98339,0.98315
5000,COCO_train2014_000000000034,1,quadtree_wse,aniso_onedge,0.09149999999999991,0.003170000000000006,18.7512,18.6597,0.84174,0.83857
5000,kodim16,0,quadtree_wse,aniso_onedge,0.11630000000000251,0.0006099999999999994,31.946,31.8297,0.96194,0.96133
5000,kodim03,1,quadtree_wse,aniso_onedge,0.11749999999999972,0.0008900000000000574,35.0392,34.9217,0.98118,0.98029
5000,kodim06,0,quadtree_wse,aniso_onedge,0.13349999999999795,0.0016899999999999693,28.0966,27.9631,0.93772,0.93603
5000,kodim02,0,quadtree_wse,aniso_onedge,0.13459999999999894,0.0010499999999999954,33.5708,33.4362,0.96267,0.96162
5000,kodim23,0,quadtree_wse,aniso_onedge,0.1477000000000004,0.00031999999999998696,37.9092,37.7615,0.989,0.98868
5000,kodim15,1,quadtree_wse,aniso_onedge,0.1647000000000034,0.0012600000000000389,32.6171,32.4524,0.97245,0.97119
5000,kodim10,1,quadtree_wse,aniso_onedge,0.17429999999999524,0.0003500000000000725,35.7148,35.5405,0.98682,0.98647
5000,kodim08,1,quadtree_wse,aniso_onedge,0.221700000000002,0.003049999999999997,24.4143,24.1926,0.94223,0.93918
5000,kodim09,1,quadtree_wse,aniso_onedge,0.22500000000000142,0.0006000000000000449,34.5093,34.2843,0.98355,0.98295
5000,kodim23,1,quadtree_wse,aniso_onedge,0.25560000000000116,0.00031999999999998696,37.944,37.6884,0.98901,0.98869
5000,kodim20,1,quadtree_wse,aniso_onedge,0.25909999999999656,0.0006599999999999939,32.9642,32.7051,0.97455,0.97389
5000,COCO_train2014_000000000009,1,quadtree_wse,aniso_onedge,0.2992999999999988,0.00024000000000001798,27.7383,27.439,0.97478,0.97454
5000,kodim02,1,quadtree_wse,aniso_onedge,0.30819999999999936,0.0017900000000000693,33.2654,32.9572,0.96133,0.95954
5000,kodim24,0,quadtree_wse,aniso_onedge,0.3268999999999984,0.0047400000000000775,25.8251,25.4982,0.94052,0.93578
5000,kodim12,1,quadtree_wse,aniso_onedge,0.33370000000000033,0.0001100000000000545,33.9388,33.6051,0.96555,0.96544
5000,COCO_train2014_000000000030,0,quadtree_wse,aniso_onedge,0.3410000000000011,4.0000000000040004e-05,34.5144,34.1734,0.99129,0.99125
5000,kodim20,0,quadtree_wse,aniso_onedge,0.35089999999999577,0.0012100000000000444,32.8876,32.5367,0.97375,0.97254
5000,kodim01,0,quadtree_wse,aniso_onedge,0.35800000000000054,0.005589999999999984,25.6823,25.3243,0.9297,0.92411
5000,COCO_train2014_000000000030,1,quadtree_wse,aniso_onedge,0.37420000000000186,0.00021999999999999797,34.5799,34.2057,0.99138,0.99116
5000,kodim21,1,quadtree_wse,aniso_onedge,0.4172000000000011,0.002549999999999941,28.9191,28.5019,0.97037,0.96782
5000,kodim07,0,quadtree_wse,aniso_onedge,1.504100000000001,0.003570000000000073,33.9299,32.4258,0.9876,0.98403
5000,kodim19,0,quadtree_wse,aniso_onedge,1.6163999999999987,0.0044600000000000195,30.4894,28.873,0.95315,0.94869
