baseline_method,candidate_method,pairs,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_terminal_psnr,ci_low_terminal_psnr,ci_high_terminal_psnr,pairs_terminal_psnr,images_terminal_psnr,gain_terminal_ssim,ci_low_terminal_ssim,ci_high_terminal_ssim,pairs_terminal_ssim,images_terminal_ssim,gain_terminal_ms_ssim,ci_low_terminal_ms_ssim,ci_high_terminal_ms_ssim,pairs_terminal_ms_ssim,images_terminal_ms_ssim,gain_terminal_lpips,ci_low_terminal_lpips,ci_high_terminal_lpips,pairs_terminal_lpips,images_terminal_lpips,paired_images
structsplat_best_checkpoint,structsplat_best_checkpoint_lowpass2x_f10,8,-0.16451072692871094,-0.2856266498565674,-0.06774067878723145,8,4,-0.0006757974624633789,-0.0012100785970687866,-0.0001415163278579712,8,4,-0.07157305235375411,-0.10099327158115656,-0.03635582644380442,8,4,0.06533858180046082,-0.035815805196762085,0.23380547761917114,8,4,0.06752157211303711,-0.03565073013305664,0.2403346300125122,8,4,-0.003002684563398361,-0.007781489752233028,0.001776120625436306,8,4,-0.8949193954467773,-2.502575159072876,-0.0631551742553711,8,4,-0.002643279731273651,-0.00420476496219635,-0.0010817945003509521,8,4,-0.0006369948387145996,-0.0010895133018493652,-0.00018447637557983398,8,4,-0.0028206859715282917,-0.007775658741593361,0.0021342867985367775,8,4,4
