native_method,baseline_method,pairs,images,relation_metrics,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci
gaussianimage_native,structsplat_best_default,8,4,"['psnr', 'ms_ssim', 'auc_psnr', 'fit_seconds', 'total_seconds']",-13.746322870254517,-17.90015983581543,-9.592485904693604,8,4,-0.25928886234760284,-0.3123018890619278,-0.2062758356332779,8,4,-0.5037075579166412,-0.5987596046179533,-0.40865551121532917,8,4,-14.65777935384025,-18.445886435220253,-10.935327626011738,8,4,0.2825462536129635,0.19286162707066978,0.3722308801552572,8,4,0.33615955134519027,0.24378785793305724,0.4285312447573233,8,4,tradeoff,tradeoff
