native_method,baseline_method,pairs,images,relation_metrics,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci
gaussianimage_native,structsplat_best_checkpoint,4,4,"['psnr', 'ms_ssim', 'auc_psnr', 'fit_seconds', 'total_seconds']",-0.12066793441772461,-1.8737163543701172,1.402174949645996,4,4,0.01298433542251587,-0.0020316243171691895,0.028000295162200928,4,4,-0.025262391194701195,-0.050185518339276314,-0.004838630557060242,4,4,-1.5337122024367282,-3.557960049684038,0.28927984731667067,4,4,6.444766780052305,5.676008016180276,7.037378948218247,4,4,6.498329869984445,5.728476990836498,7.087627682132734,4,4,tradeoff,tradeoff
