native_method,baseline_method,pairs,images,relation_metrics,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci,timing_protocol_comparable,strict_implementation_dominance_tested
image_gs_native,structsplat_best_default,4,4,"['psnr', 'ms_ssim']",0.2200608253479004,-1.4385614395141602,1.878683090209961,4,4,0.01958581805229187,0.0002981126308441162,0.038873523473739624,4,4,-0.03691575210541487,-0.0574710126966238,-0.016360491514205933,4,4,0.08309417231413363,-0.7452929806389754,0.9748680101105816,4,4,-0.6786694562943012,-3.9530574239906855,2.9487710657813295,4,4,-0.6708080573080224,-3.9600519823907234,2.9694992065160477,4,4,native_dominates,inconclusive,False,False
