native_method,baseline_method,pairs,images,relation_metrics,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci
gaussianimage_native,structsplat_best_checkpoint,8,4,"['psnr', 'ms_ssim', 'auc_psnr', 'fit_seconds', 'total_seconds']",-13.715828657150269,-17.799592971801758,-9.63206434249878,8,4,-0.258758008480072,-0.3120143860578537,-0.20550163090229034,8,4,-0.5038449307903647,-0.5976790320128202,-0.41001082956790924,8,4,-14.636283823574166,-18.390374143107493,-10.935476691136465,8,4,0.17154660981032066,0.02947972648871655,0.3148118058543332,8,4,0.22364249249585555,0.08174606041575316,0.367112061183434,8,4,tradeoff,tradeoff
