native_method,baseline_method,pairs,images,relation_metrics,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci
gaussianimage_native,structsplat_best_default,4,4,"['psnr', 'ms_ssim', 'auc_psnr', 'fit_seconds', 'total_seconds']",0.45949745178222656,-2.320608139038086,2.548365592956543,4,4,0.0221947580575943,5.6117773056030273e-05,0.04433339834213257,4,4,-0.0055450741201639175,-0.04025230556726456,0.029162157326936722,4,4,-1.7034483233707833,-3.7343119931131126,0.31027261617913027,4,4,8.14688583246243,5.958108118458767,10.454122937790089,4,4,8.202948025940714,6.007743150534225,10.517779956462618,4,4,tradeoff,tradeoff
