native_method,baseline_method,pairs,images,relation_metrics,gain_psnr,ci_low_psnr,ci_high_psnr,pairs_psnr,images_psnr,gain_ms_ssim,ci_low_ms_ssim,ci_high_ms_ssim,pairs_ms_ssim,images_ms_ssim,gain_lpips,ci_low_lpips,ci_high_lpips,pairs_lpips,images_lpips,gain_auc_psnr,ci_low_auc_psnr,ci_high_auc_psnr,pairs_auc_psnr,images_auc_psnr,gain_fit_seconds,ci_low_fit_seconds,ci_high_fit_seconds,pairs_fit_seconds,images_fit_seconds,gain_total_seconds,ci_low_total_seconds,ci_high_total_seconds,pairs_total_seconds,images_total_seconds,sample_relation,supported_relation_95ci,timing_protocol_comparable,strict_implementation_dominance_tested
image_gs_native,structsplat_best_checkpoint,8,4,"['psnr', 'ms_ssim']",-3.6334474086761475,-4.300760746002197,-2.8440186977386475,8,4,-0.01854199916124344,-0.028161771595478058,-0.007974132895469666,8,4,-0.1774140251800418,-0.26216641440987587,-0.1088163536041975,8,4,-2.684505195620065,-3.2046901382998616,-1.963723887971982,8,4,-0.7708715615717665,-1.1780668745159346,-0.40464580132902483,8,4,-0.777069598883827,-1.207041790090443,-0.39602017857760075,8,4,structsplat_dominates,structsplat_dominates,False,False
