actual_support_overlap,cuda_event_ms,height,mode,n_gaussians,phase,repeat,requested_support_overlap,seed,support_aabb_visits,width,within_cell_measurement_order,work_scope
4.666259765625,0.4136959910392761,128,cuda,512,optimizer_update,11,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.40959998965263367,128,cuda,512,optimizer_update,12,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4148159921169281,128,cuda,512,optimizer_update,13,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4126720130443573,128,cuda,512,optimizer_update,14,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.1260480880737305,128,cuda,512,representative_fit_step,0,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.037760019302368,128,cuda,512,representative_fit_step,1,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.044800043106079,128,cuda,512,representative_fit_step,2,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0492160320281982,128,cuda,512,representative_fit_step,3,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0336639881134033,128,cuda,512,representative_fit_step,4,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.050175905227661,128,cuda,512,representative_fit_step,5,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0295679569244385,128,cuda,512,representative_fit_step,6,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.041856050491333,128,cuda,512,representative_fit_step,7,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.02239990234375,128,cuda,512,representative_fit_step,8,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.0295679569244385,128,cuda,512,representative_fit_step,9,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,1.994752049446106,128,cuda,512,representative_fit_step,10,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.032383918762207,128,cuda,512,representative_fit_step,11,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.018399953842163,128,cuda,512,representative_fit_step,12,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,2.001919984817505,128,cuda,512,representative_fit_step,13,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
