accepted,artifacts,cell_id,cell_total_seconds,coefficients_changed,cold_parameters_exact,cold_render_max_abs,counts,image_id,iterations_run,lpips,method,ms_ssim,n_gaussians,noncolor_changed_fields,parent_field_sha256,parent_id,parent_optimizer_sha256,peak_allocated_bytes,peak_reserved_bytes,protected_metrics,psnr,raw_mse,reporting_metrics,rollback_reason,seed,selected_fraction,selected_iteration,smoke,status,target_sha256,total_seconds,transaction_seconds,worker_peak_rss_bytes
false,"{""config.json"":""cells/coco000000000025_s1_legacy_cg32/config.json"",""curves.png"":""cells/coco000000000025_s1_legacy_cg32/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000025_s1_legacy_cg32/error.png"",""field.npz"":""cells/coco000000000025_s1_legacy_cg32/field.npz"",""history.json"":""cells/coco000000000025_s1_legacy_cg32/history.json"",""input_field.npz"":""cells/coco000000000025_s1_legacy_cg32/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000025_s1/config.json"",""parent_field.npz"":""parents/coco000000000025_s1/field.npz"",""parent_history.json"":""parents/coco000000000025_s1/history.json"",""parent_metrics.json"":""parents/coco000000000025_s1/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000025_s1/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000025_s1/target.npy"",""reconstruction.npy"":""cells/coco000000000025_s1_legacy_cg32/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000025_s1_legacy_cg32/reconstruction.png"",""request.json"":""cells/coco000000000025_s1_legacy_cg32/request.json"",""target.png"":""cells/coco000000000025_s1_legacy_cg32/target.png""}",coco000000000025_s1_legacy_cg32,1.6132804739972926,false,true,4.172325134277344e-07,"{""basis_apply_calls"":33,""basis_denominator_passes"":1,""basis_transpose_calls"":34,""gaussian_renders"":2,""gradient_evaluations"":0,""quality_evaluations"":2,""raw_coverage_passes"":2}",25,0,0.5270934104919434,legacy_cg32,0.8951396346092224,2000,[],aa71c7271b284afc1e235c7f4e76a4972b08d5426294fa35654a2c4889093af2,coco000000000025_s1,4050eafaf2878bae28bdf5c060476ba1c53846bb08e05ece1c7d4cf4a5d66722,281693184,367001600,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.006666489876806736,""boundary_psnr_db"":21.76102776037482,""cvar99_mse"":0.09771613776683807,""finite"":true,""foreground_mse"":0.006666489876806736,""foreground_psnr_db"":21.76102776037482,""interior_hole_fraction"":0.013459952548146248,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.06084437668323517}",21.761028084906595,0.006666489378645278,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.006666489876806736,""boundary_psnr_db"":21.76102776037482,""cvar99_mse"":0.09771613776683807,""finite"":true,""foreground_mse"":0.006666489876806736,""foreground_psnr_db"":21.76102776037482,""interior_hole_fraction"":0.013459952548146248,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.06084436923265457}",candidate_rejected,1,0.0,0,false,ok,77fd5212f1e1c34f8ab55ca7099bcb120566508fefe6d685780ce79ec5dc35c6,1.3620634640028584,1.3620634640028584,2119016448
false,"{""config.json"":""cells/coco000000000025_s1_cg_ray/config.json"",""curves.png"":""cells/coco000000000025_s1_cg_ray/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000025_s1_cg_ray/error.png"",""field.npz"":""cells/coco000000000025_s1_cg_ray/field.npz"",""history.json"":""cells/coco000000000025_s1_cg_ray/history.json"",""input_field.npz"":""cells/coco000000000025_s1_cg_ray/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000025_s1/config.json"",""parent_field.npz"":""parents/coco000000000025_s1/field.npz"",""parent_history.json"":""parents/coco000000000025_s1/history.json"",""parent_metrics.json"":""parents/coco000000000025_s1/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000025_s1/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000025_s1/target.npy"",""reconstruction.npy"":""cells/coco000000000025_s1_cg_ray/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000025_s1_cg_ray/reconstruction.png"",""request.json"":""cells/coco000000000025_s1_cg_ray/request.json"",""target.png"":""cells/coco000000000025_s1_cg_ray/target.png""}",coco000000000025_s1_cg_ray,0.2970327110015205,false,true,3.5762786865234375e-07,"{""basis_apply_calls"":1,""basis_denominator_passes"":1,""basis_diagonal_passes"":0,""basis_transpose_calls"":0,""gaussian_renders"":1,""interpolated_quality_evaluations"":0,""legacy_cg_iterations"":0,""quality_evaluations"":1,""raw_coverage_passes"":1}",25,0,0.527092695236206,cg_ray,0.8951396942138672,2000,[],aa71c7271b284afc1e235c7f4e76a4972b08d5426294fa35654a2c4889093af2,coco000000000025_s1,4050eafaf2878bae28bdf5c060476ba1c53846bb08e05ece1c7d4cf4a5d66722,281520128,367001600,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.006666489876806736,""boundary_psnr_db"":21.76102776037482,""cvar99_mse"":0.09771613776683807,""finite"":true,""foreground_mse"":0.006666489876806736,""foreground_psnr_db"":21.76102776037482,""interior_hole_fraction"":0.013459952548146248,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.06084438040852547}",21.761028072728898,0.006666489397338241,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.006666489876806736,""boundary_psnr_db"":21.76102776037482,""cvar99_mse"":0.09771613776683807,""finite"":true,""foreground_mse"":0.006666489876806736,""foreground_psnr_db"":21.76102776037482,""interior_hole_fraction"":0.013459952548146248,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.06084437668323517}",basis_parent_parity_failed,1,0.0,0,false,ok,77fd5212f1e1c34f8ab55ca7099bcb120566508fefe6d685780ce79ec5dc35c6,0.05091195400018478,0.05091195400018478,2119016448
true,"{""config.json"":""cells/coco000000000030_s0_jacobi_ray/config.json"",""curves.png"":""cells/coco000000000030_s0_jacobi_ray/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000030_s0_jacobi_ray/error.png"",""field.npz"":""cells/coco000000000030_s0_jacobi_ray/field.npz"",""history.json"":""cells/coco000000000030_s0_jacobi_ray/history.json"",""input_field.npz"":""cells/coco000000000030_s0_jacobi_ray/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000030_s0/config.json"",""parent_field.npz"":""parents/coco000000000030_s0/field.npz"",""parent_history.json"":""parents/coco000000000030_s0/history.json"",""parent_metrics.json"":""parents/coco000000000030_s0/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000030_s0/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000030_s0/target.npy"",""reconstruction.npy"":""cells/coco000000000030_s0_jacobi_ray/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000030_s0_jacobi_ray/reconstruction.png"",""request.json"":""cells/coco000000000030_s0_jacobi_ray/request.json"",""target.png"":""cells/coco000000000030_s0_jacobi_ray/target.png""}",coco000000000030_s0_jacobi_ray,0.7352609480003593,true,true,4.76837158203125e-07,"{""basis_apply_calls"":2,""basis_denominator_passes"":1,""basis_diagonal_passes"":1,""basis_transpose_calls"":1,""gaussian_renders"":2,""interpolated_quality_evaluations"":1,""legacy_cg_iterations"":0,""quality_evaluations"":2,""raw_coverage_passes"":3}",30,0,0.11084267497062683,jacobi_ray,0.9846919775009155,2000,[],00da077aa51ae4b02556ed37d1c310f29f97cd8c867ea7871419124052adcf8c,coco000000000030_s0,a156fc7cb2ea990b745660004b1c032dbfc0c68d93de2062d823643ddedbd9fd,282007040,375390208,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.000518341432325542,""boundary_psnr_db"":32.853840755301576,""cvar99_mse"":0.019738880917429924,""finite"":true,""foreground_mse"":0.000518341432325542,""foreground_psnr_db"":32.853840755301576,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008868259377777576}",32.853840888963234,0.0005183414163726855,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.000518341432325542,""boundary_psnr_db"":32.853840755301576,""cvar99_mse"":0.019738880917429924,""finite"":true,""foreground_mse"":0.000518341432325542,""foreground_psnr_db"":32.853840755301576,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008868250995874405}",,0,1.0,0,false,ok,f24fa88987cdf1ab933ceb910f3d418bf93ef98360799b4854fa32ffa53c562f,0.23493618599604815,0.23493618599604815,2102468608
false,"{""config.json"":""cells/coco000000000030_s0_adam32/config.json"",""curves.png"":""cells/coco000000000030_s0_adam32/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000030_s0_adam32/error.png"",""field.npz"":""cells/coco000000000030_s0_adam32/field.npz"",""history.json"":""cells/coco000000000030_s0_adam32/history.json"",""input_field.npz"":""cells/coco000000000030_s0_adam32/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000030_s0/config.json"",""parent_field.npz"":""parents/coco000000000030_s0/field.npz"",""parent_history.json"":""parents/coco000000000030_s0/history.json"",""parent_metrics.json"":""parents/coco000000000030_s0/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000030_s0/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000030_s0/target.npy"",""reconstruction.npy"":""cells/coco000000000030_s0_adam32/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000030_s0_adam32/reconstruction.png"",""request.json"":""cells/coco000000000030_s0_adam32/request.json"",""target.png"":""cells/coco000000000030_s0_adam32/target.png""}",coco000000000030_s0_adam32,0.455314623999584,false,true,4.172325134277344e-07,"{""basis_apply_calls"":0,""basis_denominator_passes"":0,""basis_transpose_calls"":0,""gaussian_renders"":35,""gradient_evaluations"":32,""quality_evaluations"":2,""raw_coverage_passes"":2}",30,32,0.11083200573921204,adam32,0.9846882224082947,2000,[],00da077aa51ae4b02556ed37d1c310f29f97cd8c867ea7871419124052adcf8c,coco000000000030_s0,a156fc7cb2ea990b745660004b1c032dbfc0c68d93de2062d823643ddedbd9fd,258187776,379584512,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005185976042412221,""boundary_psnr_db"":32.85169493866746,""cvar99_mse"":0.01975019834935665,""finite"":true,""foreground_mse"":0.0005185976042412221,""foreground_psnr_db"":32.85169493866746,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008869613520801067}",32.851695306199694,0.0005185975603536435,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005185976042412221,""boundary_psnr_db"":32.85169493866746,""cvar99_mse"":0.0197502002120018,""finite"":true,""foreground_mse"":0.0005185976042412221,""foreground_psnr_db"":32.85169493866746,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008869613520801067}",candidate_rejected,0,0.0,0,false,ok,f24fa88987cdf1ab933ceb910f3d418bf93ef98360799b4854fa32ffa53c562f,0.15379593000398017,0.15379593000398017,2102468608
false,"{""config.json"":""cells/coco000000000030_s0_noop/config.json"",""curves.png"":""cells/coco000000000030_s0_noop/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000030_s0_noop/error.png"",""field.npz"":""cells/coco000000000030_s0_noop/field.npz"",""history.json"":""cells/coco000000000030_s0_noop/history.json"",""input_field.npz"":""cells/coco000000000030_s0_noop/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000030_s0/config.json"",""parent_field.npz"":""parents/coco000000000030_s0/field.npz"",""parent_history.json"":""parents/coco000000000030_s0/history.json"",""parent_metrics.json"":""parents/coco000000000030_s0/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000030_s0/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000030_s0/target.npy"",""reconstruction.npy"":""cells/coco000000000030_s0_noop/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000030_s0_noop/reconstruction.png"",""request.json"":""cells/coco000000000030_s0_noop/request.json"",""target.png"":""cells/coco000000000030_s0_noop/target.png""}",coco000000000030_s0_noop,0.3263435089975246,false,true,4.76837158203125e-07,"{""basis_apply_calls"":0,""basis_denominator_passes"":0,""basis_transpose_calls"":0,""gaussian_renders"":1,""gradient_evaluations"":0,""quality_evaluations"":1,""raw_coverage_passes"":1}",30,0,0.11083222925662994,noop,0.9846883416175842,2000,[],00da077aa51ae4b02556ed37d1c310f29f97cd8c867ea7871419124052adcf8c,coco000000000030_s0,a156fc7cb2ea990b745660004b1c032dbfc0c68d93de2062d823643ddedbd9fd,254121472,379584512,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005185976042412221,""boundary_psnr_db"":32.85169493866746,""cvar99_mse"":0.01975019834935665,""finite"":true,""foreground_mse"":0.0005185976042412221,""foreground_psnr_db"":32.85169493866746,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008869613520801067}",32.851695313763,0.0005185975594504974,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005185976042412221,""boundary_psnr_db"":32.85169493866746,""cvar99_mse"":0.0197502002120018,""finite"":true,""foreground_mse"":0.0005185976042412221,""foreground_psnr_db"":32.85169493866746,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008869613520801067}",noop,0,0.0,0,false,ok,f24fa88987cdf1ab933ceb910f3d418bf93ef98360799b4854fa32ffa53c562f,0.02646151299995836,0.02646151299995836,2102468608
true,"{""config.json"":""cells/coco000000000030_s0_legacy_cg32/config.json"",""curves.png"":""cells/coco000000000030_s0_legacy_cg32/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000030_s0_legacy_cg32/error.png"",""field.npz"":""cells/coco000000000030_s0_legacy_cg32/field.npz"",""history.json"":""cells/coco000000000030_s0_legacy_cg32/history.json"",""input_field.npz"":""cells/coco000000000030_s0_legacy_cg32/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000030_s0/config.json"",""parent_field.npz"":""parents/coco000000000030_s0/field.npz"",""parent_history.json"":""parents/coco000000000030_s0/history.json"",""parent_metrics.json"":""parents/coco000000000030_s0/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000030_s0/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000030_s0/target.npy"",""reconstruction.npy"":""cells/coco000000000030_s0_legacy_cg32/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000030_s0_legacy_cg32/reconstruction.png"",""request.json"":""cells/coco000000000030_s0_legacy_cg32/request.json"",""target.png"":""cells/coco000000000030_s0_legacy_cg32/target.png""}",coco000000000030_s0_legacy_cg32,2.5382562189988676,true,true,4.76837158203125e-07,"{""basis_apply_calls"":33,""basis_denominator_passes"":1,""basis_transpose_calls"":34,""gaussian_renders"":2,""gradient_evaluations"":0,""quality_evaluations"":2,""raw_coverage_passes"":2}",30,0,0.11080566048622131,legacy_cg32,0.9847073554992676,2000,[],00da077aa51ae4b02556ed37d1c310f29f97cd8c867ea7871419124052adcf8c,coco000000000030_s0,a156fc7cb2ea990b745660004b1c032dbfc0c68d93de2062d823643ddedbd9fd,281543168,379584512,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005179644213058054,""boundary_psnr_db"":32.85700070681856,""cvar99_mse"":0.019713154062628746,""finite"":true,""foreground_mse"":0.0005179644213058054,""foreground_psnr_db"":32.85700070681856,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.0088629350066185}",32.85700066500601,0.0005179644262926082,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005179644213058054,""boundary_psnr_db"":32.85700070681856,""cvar99_mse"":0.019713157787919044,""finite"":true,""foreground_mse"":0.0005179644213058054,""foreground_psnr_db"":32.85700070681856,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.0088629350066185}",,0,1.0,0,false,ok,f24fa88987cdf1ab933ceb910f3d418bf93ef98360799b4854fa32ffa53c562f,2.2430591410011402,2.2430591410011402,2102468608
true,"{""config.json"":""cells/coco000000000030_s0_cg_ray/config.json"",""curves.png"":""cells/coco000000000030_s0_cg_ray/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000030_s0_cg_ray/error.png"",""field.npz"":""cells/coco000000000030_s0_cg_ray/field.npz"",""history.json"":""cells/coco000000000030_s0_cg_ray/history.json"",""input_field.npz"":""cells/coco000000000030_s0_cg_ray/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000030_s0/config.json"",""parent_field.npz"":""parents/coco000000000030_s0/field.npz"",""parent_history.json"":""parents/coco000000000030_s0/history.json"",""parent_metrics.json"":""parents/coco000000000030_s0/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000030_s0/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000030_s0/target.npy"",""reconstruction.npy"":""cells/coco000000000030_s0_cg_ray/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000030_s0_cg_ray/reconstruction.png"",""request.json"":""cells/coco000000000030_s0_cg_ray/request.json"",""target.png"":""cells/coco000000000030_s0_cg_ray/target.png""}",coco000000000030_s0_cg_ray,2.6373664740021923,true,true,4.76837158203125e-07,"{""basis_apply_calls"":35,""basis_denominator_passes"":2,""basis_diagonal_passes"":0,""basis_transpose_calls"":34,""gaussian_renders"":2,""interpolated_quality_evaluations"":1,""legacy_cg_iterations"":32,""quality_evaluations"":2,""raw_coverage_passes"":3}",30,0,0.11080414801836014,cg_ray,0.9847076535224915,2000,[],00da077aa51ae4b02556ed37d1c310f29f97cd8c867ea7871419124052adcf8c,coco000000000030_s0,a156fc7cb2ea990b745660004b1c032dbfc0c68d93de2062d823643ddedbd9fd,284980224,404750336,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005179646541364491,""boundary_psnr_db"":32.85699875461804,""cvar99_mse"":0.019713126122951508,""finite"":true,""foreground_mse"":0.0005179646541364491,""foreground_psnr_db"":32.85699875461804,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008863469585776329}",32.856999412638906,0.0005179645756570907,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005179646541364491,""boundary_psnr_db"":32.85699875461804,""cvar99_mse"":0.019713126122951508,""finite"":true,""foreground_mse"":0.0005179646541364491,""foreground_psnr_db"":32.85699875461804,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008863463997840881}",,0,1.0,0,false,ok,f24fa88987cdf1ab933ceb910f3d418bf93ef98360799b4854fa32ffa53c562f,2.340139869003906,2.340139869003906,2102468608
true,"{""config.json"":""cells/coco000000000030_s0_gradient_ray/config.json"",""curves.png"":""cells/coco000000000030_s0_gradient_ray/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000030_s0_gradient_ray/error.png"",""field.npz"":""cells/coco000000000030_s0_gradient_ray/field.npz"",""history.json"":""cells/coco000000000030_s0_gradient_ray/history.json"",""input_field.npz"":""cells/coco000000000030_s0_gradient_ray/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000030_s0/config.json"",""parent_field.npz"":""parents/coco000000000030_s0/field.npz"",""parent_history.json"":""parents/coco000000000030_s0/history.json"",""parent_metrics.json"":""parents/coco000000000030_s0/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000030_s0/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000030_s0/target.npy"",""reconstruction.npy"":""cells/coco000000000030_s0_gradient_ray/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000030_s0_gradient_ray/reconstruction.png"",""request.json"":""cells/coco000000000030_s0_gradient_ray/request.json"",""target.png"":""cells/coco000000000030_s0_gradient_ray/target.png""}",coco000000000030_s0_gradient_ray,0.4862016629995196,true,true,4.76837158203125e-07,"{""basis_apply_calls"":2,""basis_denominator_passes"":1,""basis_diagonal_passes"":0,""basis_transpose_calls"":1,""gaussian_renders"":2,""interpolated_quality_evaluations"":1,""legacy_cg_iterations"":0,""quality_evaluations"":2,""raw_coverage_passes"":3}",30,0,0.1108313500881195,gradient_ray,0.9846908450126648,2000,[],00da077aa51ae4b02556ed37d1c310f29f97cd8c867ea7871419124052adcf8c,coco000000000030_s0,a156fc7cb2ea990b745660004b1c032dbfc0c68d93de2062d823643ddedbd9fd,286077952,404750336,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005183989997021854,""boundary_psnr_db"":32.85335845147186,""cvar99_mse"":0.019742803648114204,""finite"":true,""foreground_mse"":0.0005183989997021854,""foreground_psnr_db"":32.85335845147186,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008873408660292625}",32.853358563817984,0.0005183989862919025,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0005183989997021854,""boundary_psnr_db"":32.85335845147186,""cvar99_mse"":0.019742803648114204,""finite"":true,""foreground_mse"":0.0005183989997021854,""foreground_psnr_db"":32.85335845147186,""interior_hole_fraction"":0.0014848319115117192,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.008873414248228073}",,0,1.0,0,false,ok,f24fa88987cdf1ab933ceb910f3d418bf93ef98360799b4854fa32ffa53c562f,0.19493478300137212,0.19493478300137212,2102468608
false,"{""config.json"":""cells/coco000000000030_s1_adam32/config.json"",""curves.png"":""cells/coco000000000030_s1_adam32/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000030_s1_adam32/error.png"",""field.npz"":""cells/coco000000000030_s1_adam32/field.npz"",""history.json"":""cells/coco000000000030_s1_adam32/history.json"",""input_field.npz"":""cells/coco000000000030_s1_adam32/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000030_s1/config.json"",""parent_field.npz"":""parents/coco000000000030_s1/field.npz"",""parent_history.json"":""parents/coco000000000030_s1/history.json"",""parent_metrics.json"":""parents/coco000000000030_s1/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000030_s1/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000030_s1/target.npy"",""reconstruction.npy"":""cells/coco000000000030_s1_adam32/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000030_s1_adam32/reconstruction.png"",""request.json"":""cells/coco000000000030_s1_adam32/request.json"",""target.png"":""cells/coco000000000030_s1_adam32/target.png""}",coco000000000030_s1_adam32,0.658343169001455,false,true,4.172325134277344e-07,"{""basis_apply_calls"":0,""basis_denominator_passes"":0,""basis_transpose_calls"":0,""gaussian_renders"":35,""gradient_evaluations"":32,""quality_evaluations"":2,""raw_coverage_passes"":2}",30,32,0.10600531846284866,adam32,0.9850508570671082,2000,[],9071df653048b8e8df4b7995cbe57228e9dbeb241b309669b62b657276921a7e,coco000000000030_s1,4face6cf5b7e35ea86f3e1ec4b4234f3de1619e0f2e7e2230313baf30dc22c52,254359552,316669952,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0004975086194463074,""boundary_psnr_db"":33.031993906056115,""cvar99_mse"":0.017692137509584427,""finite"":true,""foreground_mse"":0.0004975086194463074,""foreground_psnr_db"":33.031993906056115,""interior_hole_fraction"":0.0014105902519077063,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.00920393131673336}",33.0319937154629,0.0004975086412798256,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0004975086194463074,""boundary_psnr_db"":33.031993906056115,""cvar99_mse"":0.017692137509584427,""finite"":true,""foreground_mse"":0.0004975086194463074,""foreground_psnr_db"":33.031993906056115,""interior_hole_fraction"":0.0014105902519077063,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.009203941561281681}",candidate_rejected,1,0.0,0,false,ok,f24fa88987cdf1ab933ceb910f3d418bf93ef98360799b4854fa32ffa53c562f,0.15556571100023575,0.15556571100023575,2089598976
false,"{""config.json"":""cells/coco000000000030_s1_noop/config.json"",""curves.png"":""cells/coco000000000030_s1_noop/curves.png"",""decision"":""decision.json"",""error.png"":""cells/coco000000000030_s1_noop/error.png"",""field.npz"":""cells/coco000000000030_s1_noop/field.npz"",""history.json"":""cells/coco000000000030_s1_noop/history.json"",""input_field.npz"":""cells/coco000000000030_s1_noop/input_field.npz"",""occupancy"":""occupancy.json"",""parent_config.json"":""parents/coco000000000030_s1/config.json"",""parent_field.npz"":""parents/coco000000000030_s1/field.npz"",""parent_history.json"":""parents/coco000000000030_s1/history.json"",""parent_metrics.json"":""parents/coco000000000030_s1/metrics.json"",""parent_optimizer_state.pt"":""parents/coco000000000030_s1/optimizer_state.pt"",""parent_target.npy"":""parents/coco000000000030_s1/target.npy"",""reconstruction.npy"":""cells/coco000000000030_s1_noop/reconstruction.npy"",""reconstruction.png"":""cells/coco000000000030_s1_noop/reconstruction.png"",""request.json"":""cells/coco000000000030_s1_noop/request.json"",""target.png"":""cells/coco000000000030_s1_noop/target.png""}",coco000000000030_s1_noop,0.31810852700436953,false,true,4.172325134277344e-07,"{""basis_apply_calls"":0,""basis_denominator_passes"":0,""basis_transpose_calls"":0,""gaussian_renders"":1,""gradient_evaluations"":0,""quality_evaluations"":1,""raw_coverage_passes"":1}",30,0,0.10600531846284866,noop,0.9850508570671082,2000,[],9071df653048b8e8df4b7995cbe57228e9dbeb241b309669b62b657276921a7e,coco000000000030_s1,4face6cf5b7e35ea86f3e1ec4b4234f3de1619e0f2e7e2230313baf30dc22c52,254198272,320864256,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0004975086194463074,""boundary_psnr_db"":33.031993906056115,""cvar99_mse"":0.017692137509584427,""finite"":true,""foreground_mse"":0.0004975086194463074,""foreground_psnr_db"":33.031993906056115,""interior_hole_fraction"":0.0014105902519077063,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.009203941561281681}",33.031993777319165,0.0004975086341938446,"{""boundary_hole_fraction"":0.0,""boundary_mse"":0.0004975086194463074,""boundary_psnr_db"":33.031993906056115,""cvar99_mse"":0.017692137509584427,""finite"":true,""foreground_mse"":0.0004975086194463074,""foreground_psnr_db"":33.031993906056115,""interior_hole_fraction"":0.0014105902519077063,""n_gaussians"":2000,""outside_coverage_max"":0.0,""outside_max_abs"":0.0,""p99_mse"":0.00920393131673336}",noop,1,0.0,0,false,ok,f24fa88987cdf1ab933ceb910f3d418bf93ef98360799b4854fa32ffa53c562f,0.024986698001157492,0.024986698001157492,2089598976
